sentence,logit,prediction,sentiment_score
"Barron's Bary: Time for Buffett to get greedy,?",[0.10967889 0.23764709 0.652674  ],neutral,-0.12796819
"""Big tech more resilient, and Facebook has least downside - MKM"",?",[0.29531452 0.33600375 0.3686818 ],neutral,-0.04068923
"YouTube reverses coronavirus ad policy,?",[0.08134125 0.37873033 0.5399284 ],neutral,-0.2973891
"Sweden fines Google $7 9M for GDPR violation,?",[0.01539273 0.9576463  0.02696097],negative,-0.9422536
"Google urging remote work for North American employees,?",[0.03837373 0.5864683  0.375158  ],negative,-0.5480946
"Baird finds good rebounders among FANGs,?",[0.70263076 0.05560006 0.24176918],positive,0.6470307
"Alphabet target cut on travel ad impact,?",[0.06404904 0.7699858  0.16596517],negative,-0.70593673
"""Google, Amazon tell more workers to stay home"",?",[0.04751724 0.65009356 0.30238917],negative,-0.6025763
"AT&amp;T working with DOJ on Google probe - WSJ,?",[0.03820656 0.07335795 0.8884355 ],neutral,-0.035151396
"Google to face 'bait and switch' minority hiring suit,?",[0.03137736 0.85592383 0.11269886],negative,-0.82454646
"Big tech paying hourly wages despite reduced services,?",[0.03236634 0.8928328  0.07480083],negative,-0.8604665
"""YouTube TV renews some Fox RSNs, but says no to YES"",?",[0.5585986  0.10493916 0.33646223],positive,0.45365942
"""AT&amp;T, Google team on 5G edge computing"",?",[0.04378354 0.02067506 0.93554145],neutral,0.023108477
"Ex-Google self-driving engineer declares bankruptcy,?",[0.02573015 0.61640394 0.35786593],negative,-0.5906738
"Google Cloud announces four new regions,?",[0.07744578 0.02107357 0.9014806 ],neutral,0.05637221
"""Telecom Italia, Google team up on cloud services"",?",[0.68687826 0.01823774 0.29488403],positive,0.6686405
"Alphabet cancels Google I/O event,?",[0.01462986 0.9185859  0.06678428],negative,-0.90395606
"Waymo raises $2 25B from first outside investors,?",[0.8422583  0.02456567 0.13317603],positive,0.8176926
"""The """"Fab 5"""" mega-stocks will be painful to investors during the coming decade"",?",[0.05259309 0.41472873 0.5326782 ],neutral,-0.36213565
"DOJ faults Google for antitrust document delay,?",[0.01342434 0.96465546 0.02192021],negative,-0.9512311
"California records 2 9M self-driving miles in 2019,?",[0.14887634 0.05685007 0.7942736 ],neutral,0.09202627
"""Google investing $10B in U S  offices, data centers"",?",[0.09986785 0.01014553 0.88998663],neutral,0.08972232
"Surge in streaming lifts recorded-music sales,?",[0.8792015  0.03715723 0.08364139],positive,0.84204423
"Google-backed 1Life draws analyst praise,?",[0.8132988  0.06764021 0.11906102],positive,0.74565864
"""Google, state AGs settle on outside consultants - CNBC"",?",[0.04464167 0.0838872  0.87147105],neutral,-0.039245527
"DOJ seeking outside help in tech probe,?",[0.10019597 0.18836205 0.711442  ],neutral,-0.08816608
"Google resisting state AG probe demands - WSJ,?",[0.03687157 0.8486554  0.11447305],negative,-0.81178385
"New Mexico sues Google over school kids' data,?",[0.0120145  0.9567468  0.03123868],negative,-0.9447323
"DOJ backs Oracle in Google copyright battle,?",[0.03381942 0.8503386  0.11584206],negative,-0.81651914
"AG Barr concerned about tech legal shield,?",[0.05425127 0.71635896 0.22938976],negative,-0.6621077
"Brussels proposes new digital strategy,?",[0.1359484  0.01021634 0.8538353 ],neutral,0.12573206
"Alphabet pulls plug on energy kite company,?",[0.05900736 0.19623402 0.7447586 ],neutral,-0.13722666
"Google restructures its cloud unit,?",[0.08796652 0.45367548 0.45835796],neutral,-0.36570895
"Google in talks to pay news publishers - WSJ,?",[0.13427949 0.2351992  0.6305213 ],neutral,-0.10091971
"Google argues against size of EU fine,?",[0.10110089 0.74648166 0.1524174 ],negative,-0.64538074
"Amazon topped Q4 smart speaker market,?",[0.7963107  0.03403933 0.16964988],positive,0.7622714
"Google finalizes $2 6B purchase of Looker,?",[0.2695785  0.01642728 0.71399426],neutral,0.2531512
"Dish partner plans were key to Sprint/T-Mobile OK - report,?",[0.08915265 0.01429105 0.8965564 ],neutral,0.07486159
"Google Health now has more than 500 employees,?",[0.03265107 0.02180233 0.9455466 ],neutral,0.010848736
"FTC probing M&amp;A history of tech giants (update),?",[0.0319775  0.02743175 0.9405908 ],neutral,0.00454575
"YouTube considers streaming subscriptions; Google houses Jigsaw,?",[0.02681749 0.06022404 0.9129585 ],neutral,-0.03340655
"Google's HR chief steps down,?",[0.02435915 0.8225887  0.15305223],negative,-0.7982295
"Google rivals want EU to investigate vacation rentals,?",[0.03472827 0.1846245  0.7806472 ],neutral,-0.14989622
"Google drops plan to buy stake in Africa's biggest wind park,?",[0.14188251 0.44093075 0.41718674],negative,-0.29904824
"""Google, Facebook seek alternatives for Trans-Pacific cable"",?",[0.21586813 0.01047595 0.7736559 ],neutral,0.20539218
"Citi raises Alphabet on margin potential,?",[0.3758586  0.32332715 0.30081418],positive,0.05253145
"Google building new offices in Canada,?",[0.07417548 0.02227223 0.90355223],neutral,0.051903248
"ITC investigating Sonos-Google patent fight,?",[0.01918652 0.8991648  0.08164869],negative,-0.8799783
"Break-up still possible for Google - Texas AG,?",[0.04951328 0.15637122 0.79411554],neutral,-0.10685794
"DOJ ramps up Google ad probe - WSJ,?",[0.5111735  0.03333201 0.45549455],positive,0.47784147
"Google Glass Enterprise Edition 2 available for purchase,?",[0.02655553 0.02767752 0.94576687],neutral,-0.0011219904
"Nvidia launches Google Stadia competitor; shares +2 8%,?",[0.07754254 0.19388357 0.7285739 ],neutral,-0.11634103
"Analysts wary despite Alphabet's new disclosures,?",[0.02358259 0.92855656 0.0478608 ],negative,-0.904974
"Antitrust head recuses himself from Google probe,?",[0.03003098 0.7895789  0.18039009],negative,-0.75954795
"""Alphabet -3% after Q4 revenue, operating profit misses"",?",[0.01146866 0.9705142  0.01801721],negative,-0.9590455
"""Alphabet EPS beats by $2 81, misses on revenue"",?",[0.15263696 0.34105536 0.50630766],neutral,-0.1884184
"""DOJ, state AGs meeting tomorrow about Google probes"",?",[0.04663952 0.32466638 0.6286941 ],neutral,-0.27802685
"YouTube banning misleading election content,?",[0.025884   0.7334841  0.24063188],negative,-0.7076001
"""Goldman recommends big tech, dismisses signs of bubble"",?",[0.05737205 0.11403898 0.82858896],neutral,-0.05666693
"What to watch as Alphabet reports earnings,?",[0.03763775 0.02792792 0.93443435],neutral,0.009709828
"Google temporarily shutting China offices,?",[0.01432323 0.92019916 0.06547761],negative,-0.9058759
"Google building unified comms app - report,?",[0.0357662 0.1412276 0.8230063],neutral,-0.105461404
"""Accenture, Google Cloud team on life sciences"",?",[0.03046642 0.0467781  0.92275554],neutral,-0.01631168
"Alphabet gets new Street-high target,?",[0.4890391  0.06892105 0.44203985],positive,0.42011803
"FCC names four to enable 3 5 GHz commercial deployment,?",[0.08556062 0.00611582 0.9083236 ],neutral,0.0794448
"Mizuho lifts Alphabet on ad growth,?",[0.5007298  0.18242453 0.31684572],positive,0.31830525
"State AGs to meet with DoJ officials to coordinate Google probe - reports,?",[0.03917013 0.06759875 0.89323115],neutral,-0.028428622
"""Activision Blizzard teams with Google, YouTube"",?",[0.09157575 0.02003291 0.8883914 ],neutral,0.071542844
"Google changing search design after ad backlash,?",[0.03758639 0.8301315  0.13228214],negative,-0.7925451
"Alphabet gets new Street-high on ad strength,?",[0.78098935 0.08762132 0.13138933],positive,0.693368
"""Waymo takes truck testing to Texas, New Mexico"",?",[0.04335734 0.01986289 0.93677974],neutral,0.023494445
"Lufthansa teams with Google Cloud,?",[0.12379076 0.01232863 0.8638806 ],neutral,0.11146214
"Battle over facial recognition technology,?",[0.09591118 0.28006992 0.62401897],neutral,-0.18415874
"""France, U S  declare digital tax truce"",?",[0.05668079 0.23302831 0.7102909 ],neutral,-0.17634752
"Digital tax in the spotlight this week,?",[0.08089677 0.29106748 0.6280357 ],neutral,-0.21017072
"Alphabet raised on positive cloud checks,?",[0.5172194  0.28107902 0.20170154],positive,0.2361404
"Alphabet enters the four comma club,?",[0.054559   0.04505287 0.9003881 ],neutral,0.009506132
"Google Stadia getting 120+ games this year,?",[0.27118847 0.02439557 0.704416  ],neutral,0.2467929
"Wells Fargo sees huge upside for resale market,?",[0.6349058  0.07642526 0.28866896],positive,0.55848056
"Google acquires AppSheet,?",[0.08569232 0.01962928 0.8946785 ],neutral,0.06606303
"Google ending third-party cookies by 2022,?",[0.03537007 0.29228514 0.6723448 ],neutral,-0.25691506
"Google acquires retail tech company,?",[0.21275997 0.05243857 0.7348015 ],neutral,0.1603214
"Deutsche boosts Alphabet ahead of earnings,?",[0.8835858  0.03448687 0.08192737],positive,0.8490989
"Big Tech dominates the S&amp;P 500,?",[0.05164221 0.02024401 0.9281138 ],neutral,0.031398207
"Lowe's expands Google Cloud ties,?",[0.8399328  0.01900423 0.14106296],positive,0.8209286
"Alphabet's top legal officer to retire,?",[0.04637695 0.37354475 0.5800783 ],neutral,-0.3271678
"Wayfair picks Google Cloud for hybrid approach,?",[0.17463738 0.01495634 0.8104063 ],neutral,0.15968104
"""Bernstein's big tech look favors Facebook, Alphabet, Snap"",?",[0.03004779 0.03121909 0.9387331 ],neutral,-0.0011712983
"Alphabet health unit hires Tesla ex Ahuja - CNBC,?",[0.05492291 0.38629583 0.55878127],neutral,-0.33137292
"Alphabet sees target hikes from analysts,?",[0.37582892 0.05729183 0.5668793 ],neutral,0.3185371
"Sonos CEO to testify before House antitrust panel,?",[0.05040888 0.16848107 0.78111005],neutral,-0.11807218
"""Google Assistant can read, translate websites"",?",[0.02852932 0.03429627 0.93717444],neutral,-0.0057669487
"Sonos sues Google for patent infringement,?",[0.01546588 0.91777515 0.06675892],negative,-0.9023093
"""Intel announces discrete GPU, Tiger Lake processors"",?",[0.07853469 0.00890478 0.9125606 ],neutral,0.069629915
"Samsung Galaxy Home Mini coming soon,?",[0.09447401 0.04212297 0.863403  ],neutral,0.052351043
"Waymo passes 20M miles on public roads,?",[0.06504022 0.03753458 0.89742523],neutral,0.02750564
"Fitbit holders approve Google buyout,?",[0.26293528 0.04124176 0.69582295],neutral,0.22169352
"Appeals court sides with Alphabet on keyboard patent,?",[0.0330298  0.8932859  0.07368439],negative,-0.8602561
"""Pivotal leaves Alphabet's sidelines on Pichai, Cloud"",?",[0.05069769 0.20462261 0.7446797 ],neutral,-0.15392491
"Alphabet CLO sells $77M of stock,?",[0.02639813 0.04800861 0.92559326],neutral,-0.021610482
"Google disables Xiaomi device access,?",[0.02187259 0.8061182  0.17200924],negative,-0.7842456
"Google AI could beat doctors at breast cancer detection,?",[0.47019216 0.16744804 0.36235982],positive,0.30274412
"""Alphabet ending Double Irish, Dutch scheme"",?",[0.0375341  0.10004646 0.8624194 ],neutral,-0.06251235
"""Uber, Grubhub facing Google threat - NY Post"",?",[0.05389343 0.45758697 0.48851958],neutral,-0.40369356
"Wedbush sees strengthening FAANG verticals in 2020,?",[0.92406493 0.01146837 0.06446671],positive,0.9125966
"YouTube limits on children's videos starting soon,?",[0.03560251 0.5689922  0.39540523],negative,-0.5333897
"""Tesla could hit $4,000/share by 2030 - Chowdhry"",?",[0.34434783 0.03543002 0.62022215],neutral,0.30891782
"YouTube creators gain more control in copyright claims,?",[0.8017483  0.02440234 0.17384936],positive,0.77734596
"Italy follows France on digital tax,?",[0.12158366 0.11365969 0.7647566 ],neutral,0.007923968
"Alphabet's Pichai will get $240M in stock awards,?",[0.34711918 0.02934288 0.62353796],neutral,0.3177763
"France levies latest fine on Google,?",[0.02589987 0.9153607  0.05873951],negative,-0.8894608
"""Cali green lights driverless trucks, vans"",?",[0.03300111 0.09336313 0.8736357 ],neutral,-0.060362015
"Google paying $300M tax bill in Australia,?",[0.05698825 0.46529162 0.4777202 ],neutral,-0.40830338
"""Amazon, Google partner on smart home standard"",?",[0.04234127 0.02565756 0.9320012 ],neutral,0.01668371
"Google settles Australian tax dispute,?",[0.04364663 0.79969466 0.1566587 ],negative,-0.756048
"UK watchdog probing Google-Looker deal,?",[0.05631253 0.5451062  0.3985814 ],negative,-0.48879364
"Google wants Cloud dominance by 2023 - report,?",[0.05261736 0.01634637 0.9310363 ],neutral,0.036270984
"Fortinet gains on Google Cloud integrations,?",[0.8997607  0.05633854 0.04390075],positive,0.8434222
"Palo Alto +1 3% on Google Cloud partnership,?",[0.16074665 0.05818252 0.78107077],neutral,0.102564126
"Justice Department probing Google's shopping practices,?",[0.02354252 0.76650363 0.20995386],negative,-0.7429611
"""Billboard adding Apple, YouTube plays to Hot 100"",?",[0.09852954 0.02907093 0.8723995 ],neutral,0.06945861
"Google rolls out interpreter to mobile,?",[0.03605165 0.0228493  0.94109905],neutral,0.013202341
"YouTube wants more clarity from FTC,?",[0.03607775 0.07951433 0.8844079 ],neutral,-0.043436583
"YouTube bans malicious insults on platform,?",[0.02651312 0.8109061  0.16258079],negative,-0.784393
"U S  tech probes to complete next year - AG,?",[0.050551   0.37627792 0.573171  ],neutral,-0.32572693
"DOJ reviewing Google-Fitbit deal - NY Post,?",[0.04793356 0.08019859 0.8718679 ],neutral,-0.032265022
"Safari privacy features disrupt ad market,?",[0.01210227 0.9492363  0.03866144],negative,-0.937134
"Facebook should top Alphabet in 2020 ad growth - BofA,?",[0.5493416  0.0189366  0.43172178],positive,0.53040504
"Google raises compensation for 2% of employees,?",[0.22226761 0.10364382 0.6740886 ],neutral,0.11862379
"Stifel turns bullish on Alphabet's earnings outlook,?",[0.28087586 0.55926836 0.15985581],negative,-0.2783925
"Analysts see Alphabet leadership change as 'formality',?",[0.04137059 0.06851583 0.89011365],neutral,-0.027145244
"U K  set to introduce digital services tax,?",[0.08974561 0.07976612 0.8304883 ],neutral,0.009979494
"""Alphabet's Page steps down; Pichai to lead Google, Alphabet"",?",[0.03320813 0.1247604  0.8420315 ],neutral,-0.09155227
"Google poaches key Facebook exec on health work - report,?",[0.01973387 0.9003835  0.07988264],negative,-0.8806496
"Genius sues Google for song lyric theft,?",[0.02006611 0.8882293  0.09170456],negative,-0.86816317
"""EU opens data probes into Google, Facebook"",?",[0.04531302 0.08744802 0.86723894],neutral,-0.042135
"Piper bullish on Alphabet's ad positioning,?",[0.2177005  0.41245273 0.3698468 ],negative,-0.19475223
"Citi bullish on Alphabet's operating leverage,?",[0.05732155 0.63050807 0.31217036],negative,-0.5731865
"U S  weighing $2 4B of tariffs in response to France's digital services tax,?",[0.42886367 0.07806929 0.49306712],neutral,0.35079437
"""Expedia, TripAdvisor cut at Mizuho on Google risk"",?",[0.03993855 0.85740465 0.10265676],negative,-0.8174661
"EU probes Google data collection,?",[0.02850569 0.70115435 0.27033994],negative,-0.67264867
"Google Cloud Print ending next year,?",[0.03258641 0.1164766  0.85093695],neutral,-0.083890185
"Vietnam big winner in Sino-U S  trade war,?",[0.09078588 0.5522574  0.35695666],negative,-0.46147156
"Google workers rallying tomorrow,?",[0.1110933  0.24628855 0.6426182 ],neutral,-0.13519526
"""YouTube updating harassment policy, clarifying kids content"",?",[0.0361788  0.12748402 0.8363372 ],neutral,-0.091305226
"Facebook considering political ad changes - DJ,?",[0.03788572 0.34505787 0.6170564 ],neutral,-0.30717215
"""Loon, Telef처nica bringing internet to remote Amazon"",?",[0.07855183 0.01548438 0.90596384],neutral,0.06306745
"Google adds new limits to political ad targeting,?",[0.1438093  0.05563655 0.8005541 ],neutral,0.088172756
"Google Assistant launches personalized news playlists,?",[0.05384789 0.01699697 0.9291552 ],neutral,0.036850918
"House releases answers from Big Tech queries,?",[0.0424674  0.22335841 0.7341742 ],neutral,-0.180891
"Vodafone moving key operations to Google Cloud,?",[0.05063545 0.06625821 0.88310635],neutral,-0.015622765
"Google acquires CloudSimple to ease VMware implementations,?",[0.7094302  0.06446368 0.22610608],positive,0.64496654
"Eros +16% on YouTube partnership,?",[0.06603341 0.08948929 0.84447724],neutral,-0.02345588
"Supreme Court hearing Google's appeal against Oracle,?",[0.05129571 0.50184935 0.44685492],negative,-0.45055366
"Google ended NIH project on privacy concerns - WaPo,?",[0.0209517  0.91271216 0.06633611],negative,-0.89176047
"""State AGs probing Google search, Android - CNBC"",?",[0.03635971 0.05130336 0.91233695],neutral,-0.014943652
"Google restricting data sharing for ads - Bloomberg,?",[0.02780355 0.7221819  0.2500145 ],negative,-0.6943784
"Amazon dominated Q3 smart speaker market,?",[0.18653879 0.01834127 0.79512   ],neutral,0.16819751
"Fed inquiry launched into Google-Ascension deal,?",[0.04225999 0.05871763 0.8990224 ],neutral,-0.016457643
"""Google, Ascension announce data, cloud deal"",?",[0.03454746 0.10866678 0.8567858 ],neutral,-0.07411932
"Google collecting health data without patient knowledge - WSJ,?",[0.02848361 0.21521789 0.7562985 ],neutral,-0.18673427
"Google reveals Stadia launch day titles,?",[0.03055471 0.080115   0.88933027],neutral,-0.049560286
"Alphabet boosted on 'unprecedented' ad revenue,?",[0.9379617  0.02202859 0.04000976],positive,0.91593313
"Waymo closing Austin operations,?",[0.03141258 0.69669825 0.27188912],negative,-0.66528565
"Expert finds Uber using Waymo tech,?",[0.04620358 0.47267428 0.48112214],neutral,-0.4264707
"""Google, Telecom Italia team on data centers"",?",[0.03707132 0.07254936 0.8903793 ],neutral,-0.035478037
"""Alphabet's Chronicle is imploding, losing execs - report"",?",[0.02153336 0.91277224 0.06569435],negative,-0.89123887
"EU scrutinizing Google's antitrust proposals,?",[0.02847159 0.64750785 0.32402056],negative,-0.61903626
"Google eyes changes to political ad policy - WSJ,?",[0.03808165 0.1469739  0.81494445],neutral,-0.10889225
"Alphabet investigating execs for sexual misconduct - CNBC,?",[0.03308062 0.7569891  0.20993036],negative,-0.7239085
"Alphabet probing executives over relationships,?",[0.03603517 0.651859   0.31210583],negative,-0.6158238
"Fitbit Q3 revenues fall amid price cuts,?",[0.00967781 0.975453   0.01486927],negative,-0.9657752
"Apple publishes new details on privacy approach,?",[0.03681382 0.01347565 0.94971055],neutral,0.023338169
"Google launches open-source chip project,?",[0.13284586 0.02174226 0.8454119 ],neutral,0.11110361
"Google Pigeon comes to five more cities,?",[0.10003459 0.03842095 0.8615445 ],neutral,0.061613645
"Facebook held Fitbit acquisition talks - report,?",[0.02906593 0.04438155 0.92655253],neutral,-0.0153156165
"Tech giants take hit as Goldman warns on regulation,?",[0.05202486 0.80251104 0.14546406],negative,-0.7504862
"Google acquires Fitbit for $7 35/share,?",[0.13146597 0.02285161 0.84568244],neutral,0.108614355
"Google sues Texas AG over confidential information,?",[0.01215581 0.949624   0.03822017],negative,-0.9374682
"Sidewalk Labs moves forward on smart city,?",[0.2945733  0.01905022 0.6863765 ],neutral,0.2755231
"Analysts shrug off Alphabet's profit miss,?",[0.03113451 0.92624956 0.04261592],negative,-0.8951151
"""Alphabet EPS misses by $2 34, beats on revenue"",?",[0.26090643 0.1413226  0.597771  ],neutral,0.11958383
"Alphabet held secret logistics summit - CNBC,?",[0.04659276 0.31228372 0.64112353],neutral,-0.26569095
"What to watch in Alphabet's Q3,?",[0.03984751 0.04918144 0.9109711 ],neutral,-0.009333931
"Waymo testing 'rider only' service,?",[0.02867068 0.04532724 0.926002  ],neutral,-0.016656555
"Fitbit jumps on report of Google acquisition talks (updated),?",[0.18491465 0.6000403  0.2150451 ],negative,-0.41512567
"Alphabet Q3 2019 Earnings Preview,?",[0.05856046 0.2583819  0.68305767],neutral,-0.19982144
"Google improves antitrust remedy in EU,?",[0.9174133  0.04578087 0.03680588],positive,0.8716324
"State AGs probing Alphabet meeting next month,?",[0.04623973 0.31676507 0.63699526],neutral,-0.27052534
"Alphabet gets new Street-high target,?",[0.4890391  0.06892105 0.44203985],positive,0.42011803
"Google lays claim to quantum supremacy,?",[0.07285828 0.01949253 0.90764916],neutral,0.053365752
"Tech breakups still on table - antitrust chief,?",[0.03767539 0.40333253 0.5589921 ],neutral,-0.36565715
"Google hires Microsoft vet to head G suite,?",[0.05075137 0.05254127 0.8967074 ],neutral,-0.0017899089
"Google hires first Chief Health Officer,?",[0.04196529 0.09811008 0.8599247 ],neutral,-0.056144785
"""Google launches Pixel 4, 4XL"",?",[0.06550096 0.03475127 0.8997478 ],neutral,0.03074969
"EU sets Google antitrust appeal dates,?",[0.04084195 0.16621083 0.79294723],neutral,-0.12536888
"DOJ probes Google's $2 6B Looker acquisition - Bloomberg,?",[0.05395385 0.12107691 0.82496923],neutral,-0.067123055
"Google expands plans for second HQ in San Jose,?",[0.14708814 0.01894207 0.8339697 ],neutral,0.12814608
"Google in test production of 5G phone - Nikkei,?",[0.18632537 0.21614976 0.5975249 ],neutral,-0.029824391
"New YouTube tool looks to gather political ad share,?",[0.34725162 0.01658672 0.6361616 ],neutral,0.3306649
"Waymo starting to build Los Angeles map,?",[0.07948266 0.05908401 0.8614334 ],neutral,0.02039865
"Google could buy Firework app - WSJ,?",[0.03998119 0.0222456  0.93777317],neutral,0.017735597
"Deutsche lifts Alphabet on Cloud confidence,?",[0.5224218  0.30632892 0.17124924],positive,0.21609285
"Large Internet stocks 'compelling' heading into earnings - RBC,?",[0.67722833 0.07943498 0.24333669],positive,0.59779334
"Microsoft announces Surface Duo phone featuring Android,?",[0.16644773 0.03099383 0.8025584 ],neutral,0.1354539
"Senators press tech firms on 'deepfake' technology,?",[0.12055292 0.06882147 0.81062555],neutral,0.051731452
"Google privacy suit reinstated in London,?",[0.04731058 0.65207255 0.30061695],negative,-0.60476196
"""Sony cuts game-streaming price, adds titles"",?",[0.06576528 0.74069214 0.19354261],negative,-0.6749269
"Comcast accuses Google of unfair practices - Reuters,?",[0.02238712 0.8402456  0.1373673 ],negative,-0.81785846
"Google hires former FDA head for healthcare,?",[0.06627324 0.2840792  0.6496476 ],neutral,-0.21780595
"YouTube TV arrives on Fire TV,?",[0.0407097  0.12122581 0.8380645 ],neutral,-0.080516115
"House antitrust scrutiny of internet protocol,?",[0.03746748 0.28293857 0.679594  ],neutral,-0.24547109
"Republican staffer becomes chief Google lobbyist,?",[0.03362821 0.7524813  0.21389046],negative,-0.71885306
"Google to preinstall YouTube Music on newer Android devices,?",[0.03493102 0.03793967 0.9271293 ],neutral,-0.003008645
"Yandex takes on YouTube with new video service,?",[0.58223677 0.02027469 0.3974885 ],positive,0.56196207
"Google Assistant controls come to Xbox One,?",[0.03334184 0.0977013  0.86895686],neutral,-0.064359464
"Oracle speaking with Google's antitrust investigators,?",[0.03538124 0.21741302 0.74720573],neutral,-0.18203178
"Google adjusting French news results,?",[0.04361696 0.21908405 0.737299  ],neutral,-0.1754671
"RBC boosts Alphabet on Maps potential,?",[0.817544   0.05889905 0.12355694],positive,0.75864494
"Big court rulings out of Europe (updated),?",[0.06545512 0.29730877 0.6372361 ],neutral,-0.23185365
"Google launches Play Pass to rival Apple Arcade,?",[0.6016932  0.06139985 0.33690703],positive,0.54029334
"YouTube CEO apologizes for verification change,?",[0.02887133 0.85860044 0.11252818],negative,-0.8297291
"Google to invest   B in European data centers,?",[0.17231016 0.01582117 0.81186867],neutral,0.15648898
"Drone deliveries to be put to the test,?",[0.06106488 0.03469628 0.9042388 ],neutral,0.0263686
"YouTube TV getting masthead ad,?",[0.11643959 0.1259767  0.75758374],neutral,-0.009537108
"Google updating Wifi router - report,?",[0.03620063 0.08076689 0.88303244],neutral,-0.044566255
"Google Search gains video highlights,?",[0.47377226 0.13467541 0.39155227],positive,0.33909684
"Federal clashes grow over investigating tech - WSJ,?",[0.01489038 0.9450594  0.04005024],negative,-0.93016905
"Google Search prioritizes original stories,?",[0.0248333 0.0610133 0.9141534],neutral,-0.036180004
"Google paying $550M French tax fine (update),?",[0.02130663 0.90100974 0.07768358],negative,-0.8797031
"Senate Commerce calls tech hearing on mass violence/extremism,?",[0.06604254 0.19160034 0.74235713],neutral,-0.1255578
"""Mayo Clinic, Google Cloud sign ten-year deal"",?",[0.46043766 0.02458727 0.5149751 ],neutral,0.43585038
"State AGs launch Google probe,?",[0.05447179 0.372443   0.5730853 ],neutral,-0.3179712
"""Synopsys, Google Cloud team on functional verification"",?",[0.02973895 0.03623403 0.934027  ],neutral,-0.006495077
"Big tech probe launching Monday - Texas AG,?",[0.04553186 0.40893072 0.5455374 ],neutral,-0.36339885
"State AGs launching Google probe on Monday ,?",[0.04574826 0.44759983 0.5066519 ],neutral,-0.40185156
"""YouTube launches fashion, beauty vertical"",?",[0.10800521 0.03647497 0.85551983],neutral,0.071530245
"Google pays $170M in FTC settlement,?",[0.06802607 0.5421537  0.3898202 ],negative,-0.47412765
"The newest Android hits Pixel phones,?",[0.09087256 0.03752923 0.8715982 ],neutral,0.05334333
"State AGs launching Google probe next week,?",[0.0505689  0.3528122  0.59661895],neutral,-0.3022433
"YouTube cut 100K hate speech videos in Q2,?",[0.01508321 0.955478   0.02943874],negative,-0.9403948
"Google contractors move to unionize,?",[0.01558482 0.9460726  0.03834264],negative,-0.93048775
"Google to pay $150M-$250M in YouTube settlement - Politico,?",[0.05782107 0.32692826 0.6152507 ],neutral,-0.2691072
"Google researchers found mass iPhone hack attempt,?",[0.01877669 0.92253345 0.05868977],negative,-0.90375674
"""Alphabet, Ontario teachers launch holding company"",?",[0.03813862 0.0928949  0.8689665 ],neutral,-0.05475628
"YouTube Kids coming to web,?",[0.03877139 0.11221673 0.8490119 ],neutral,-0.073445335
"Google Pixel production moving to Vietnam - NAR,?",[0.0594326  0.10251614 0.83805126],neutral,-0.04308355
"DoJ opposes Google-backed undersea cable,?",[0.04525327 0.6969166  0.25783017],negative,-0.6516633
"DoJ indicts ex-Google engineer for IP theft,?",[0.014695   0.9366213  0.04868367],negative,-0.9219263
"European Commission looking into Google Jobs,?",[0.03611414 0.12456116 0.8393247 ],neutral,-0.08844702
"Alphabet sales could gain $5B in 2020 - analyst,?",[0.79582226 0.01859709 0.18558064],positive,0.7772252
"""EU court to rule on Google, 'right to be forgotten'"",?",[0.11566088 0.20725617 0.67708296],neutral,-0.09159529
"YouTube disables 210 channels linked to Hong Kong,?",[0.02129751 0.8367009  0.1420015 ],negative,-0.8154034
"""News Corp  prepares news app answer to Google, Facebook"",?",[0.03513231 0.03169384 0.9331739 ],neutral,0.0034384653
"Agency officials raise flags over draft Trump social media order,?",[0.03804019 0.85174054 0.11021917],negative,-0.8137004
"DeepMind co-founder placed on leave,?",[0.01900476 0.86853355 0.11246163],negative,-0.8495288
"Waze gets YouTube Music,?",[0.04202564 0.0649887  0.89298564],neutral,-0.022963062
"YouTube ending targeted ads for kids - Bloomberg,?",[0.03126808 0.19567722 0.77305466],neutral,-0.16440915
"Huawei easing Android dependence,?",[0.78650403 0.05708334 0.15641263],positive,0.72942066
"Justice Department assisting state AG tech probe,?",[0.02729446 0.746864   0.22584148],negative,-0.71956956
"State AGs ready their own tech antitrust probe - WSJ,?",[0.03928599 0.2347066  0.72600746],neutral,-0.19542061
"'Cyberpunk 2077' coming to Stadia,?",[0.06717654 0.16574386 0.76707965],neutral,-0.098567314
"Trump accuses Google of vote manipulation,?",[0.02376496 0.8474032  0.12883183],negative,-0.82363826
"Google cuts network info for carriers - Reuters,?",[0.03086167 0.6314828  0.33765554],negative,-0.6006211
"""Alphabet target boosted on Pixel, ad products"",?",[0.05215269 0.14526644 0.80258083],neutral,-0.09311375
"Google employees don't want border agency contract,?",[0.03417171 0.7219581  0.24387021],negative,-0.6877864
"Tech breakups might be antitrust remedy - FTC chief,?",[0.04228682 0.28771588 0.66999733],neutral,-0.24542907
"Google Jobs EU rivals want antitrust action,?",[0.04272774 0.43616852 0.52110374],neutral,-0.39344078
"Russia warns Google on advertising after election protests,?",[0.02307663 0.9029171  0.07400626],negative,-0.87984043
"Google Pixel boss shifts roles - Axios,?",[0.03974723 0.28627184 0.67398095],neutral,-0.24652462
"Google Search gets playable podcasts,?",[0.07435159 0.02271331 0.90293515],neutral,0.051638275
"AMD +6% on Google Cloud gain,?",[0.2942688  0.5548932  0.15083803],negative,-0.2606244
"AI unit owes Alphabet over 짙1B,?",[0.09210374 0.5803598  0.3275364 ],negative,-0.48825607
