sentence,logit,prediction,sentiment_score
"Rule requiring drug prices in TV ads blocked,?",[0.0264234  0.77331036 0.20026621],negative,-0.74688697
"Biotechs and biopharmas under pressure ahead of Trump order on drug prices,?",[0.02890452 0.8849845  0.08611099],negative,-0.85608
"Drug stocks slip after Trump talks up `favored nations' plan,?",[0.03068205 0.93824273 0.03107514],negative,-0.9075607
"Pfizer may trim Prevnar 13 guidance after ACIP vote - Cantor,?",[0.1005898  0.05886873 0.8405415 ],neutral,0.041721072
"U S  drugmakers institute new round of increases,?",[0.56877416 0.02739524 0.40383062],positive,0.5413789
"CDC advisory group backs HPV catch-up vaccination,?",[0.25453413 0.04273125 0.70273465],neutral,0.21180287
"Pharma players in green on AbbVie/Allergan deal,?",[0.03242384 0.07224407 0.8953321 ],neutral,-0.039820235
"""New data on Affimed's lead candidate fails to excite investors, shares down 12%"",?",[0.01167435 0.97367746 0.01464826],negative,-0.9620031
"Morgan Stanley boosts Merck after analyst day,?",[0.6023275  0.23057882 0.16709371],positive,0.3717487
"Merck's animal health medicine M&amp;A interest moving the sector,?",[0.05736744 0.0096231  0.9330095 ],neutral,0.04774434
"""Merck considers CMO, CFO for lead role - Bloomberg"",?",[0.0273347  0.02295591 0.94970936],neutral,0.0043787826
"LYNPARZA OK'd in Japan as first-line maintenance therapy for ovarian cancer,?",[0.04090732 0.04774174 0.9113509 ],neutral,-0.006834425
"Merck's LYNPARZA OK'd in EU for ovarian cancer,?",[0.08628557 0.19967917 0.7140353 ],neutral,-0.1133936
"Drug companies file suit to block disclosure of drug prices in TV ads,?",[0.02738814 0.7726023  0.2000095 ],negative,-0.74521416
"FDA names companies to build blockchain network for drug supply chain,?",[0.21646023 0.00890698 0.77463275],neutral,0.20755324
"IMV's DPX-Survivac shows encouraging action in mid-stage DLBCL study,?",[0.9233172  0.01318991 0.06349296],positive,0.9101273
"FDA OKs Agilent companion diagnostic for Keytruda in HNSCC,?",[0.07058264 0.08661117 0.8428062 ],neutral,-0.016028523
"FDA OKs Merck's Keytruda for first-line HNSCC,?",[0.10688794 0.02614294 0.86696917],neutral,0.080745004
"Merck to acquire Tilos Therapeutics for up to $773M,?",[0.05125405 0.00600023 0.94274575],neutral,0.045253817
"Novo's oral semaglutide successful in two late-stage T2D studies,?",[0.79475975 0.04022194 0.1650184 ],positive,0.7545378
"FDA OKs expanded use of Merck's Zerbaxa,?",[0.6593428  0.06034392 0.28031328],positive,0.5989989
"Aduro down 42% on underwhelming data on STING candidate,?",[0.00996367 0.97642595 0.01361046],negative,-0.96646225
"England's cost watchdog on board with Merck's Prevymis,?",[0.10245007 0.02810947 0.86944044],neutral,0.0743406
"Merck presents final data from late-stage study of Keytruda in first-line HNSCC,?",[0.04587469 0.02570807 0.9284172 ],neutral,0.020166615
"Merck declares $0 55 dividend,?",[0.05124653 0.7506905  0.19806294],negative,-0.699444
"OncoSec's TAVO shows encouraging action in mid-stage TNBC study,?",[0.9133112  0.01522237 0.07146642],positive,0.8980888
"Merck to acquire Peloton Therapeutics for up to $2 2B,?",[0.07379538 0.00596113 0.92024344],neutral,0.06783425
"Merck's Keytruda fails to beat chemo in late-stage breast cancer study,?",[0.12779523 0.7917305  0.08047427],negative,-0.6639353
"Intec Pharma +14% on Merck collaboration,?",[0.15996976 0.08564491 0.75438535],neutral,0.07432485
"Iovance up 28% premarket on positive TIL data,?",[0.88406014 0.0898269  0.02611297],positive,0.79423326
"FDA finalizes guidance on interchangeable biosimilars,?",[0.10185465 0.00869719 0.88944817],neutral,0.09315746
"Takeda in-licenses STING candidate from Curadev,?",[0.09538225 0.13653408 0.76808363],neutral,-0.04115183
"Drug makers to face added pricing pressure in Canada under new proposal - Reuters,?",[0.7122327  0.16497713 0.12279012],positive,0.5472556
"Drug makers to disclose prices in TV ads as early as this summer,?",[0.03426061 0.41447988 0.5512595 ],neutral,-0.38021928
"Merck's 15-valent pneumonia vaccine on par with 13-valent in mid-stage study,?",[0.51133883 0.03045327 0.45820788],positive,0.48088557
"Merck's Belsomra successful in late-stage study in Alzheimer's insomnia,?",[0.8214797  0.01886103 0.1596593 ],positive,0.8026186
"Merck steps up MMR vaccine production,?",[0.5446829  0.02430429 0.43101278],positive,0.52037865
"Checkpoint up 5% on positive cosibelimab data,?",[0.9361852  0.04284165 0.02097315],positive,0.8933435
"Merck up 1% on Q1 beat; raised guidance,?",[0.93860346 0.03235632 0.02904027],positive,0.90624714
"Merck to restructure to optimize manufacturing and supply chain,?",[0.3861382  0.01933392 0.5945279 ],neutral,0.36680427
"""Merck beats by $0 17, beats on revenue"",?",[0.42383644 0.09405905 0.48210457],neutral,0.3297774
"Merck Q1 2019 Earnings Preview,?",[0.05254334 0.20559247 0.74186414],neutral,-0.15304913
"European advisory group backs AstraZeneca's Lynparza in first-line ovarian cancer,?",[0.22623934 0.3009598  0.47280088],neutral,-0.07472046
"Merck boosting U S  supply of MMR vaccine,?",[0.88365626 0.06203941 0.05430435],positive,0.8216168
"Merck's Keytruda fails to beat chemo in first-line gastric/GEJ cancer study,?",[0.19007634 0.7687709  0.04115278],negative,-0.5786945
"FDA OKs Merck 셲 Keytruda in combination with Inlyta for RCC,?",[0.08604135 0.23665874 0.6773    ],neutral,-0.15061739
"Drugmaker selloff intensifies on D C  pricing headwinds,?",[0.0314892  0.9244717  0.04403912],negative,-0.8929825
"Merck's Zerbaxa on par with meropenem in late-stage pneumonia study,?",[0.17840712 0.04104775 0.7805451 ],neutral,0.13735937
"FDA OKs expanded use for Merck's Keytruda,?",[0.7638068  0.03395269 0.20224042],positive,0.7298541
"European Commission OKs new use of AstraZeneca's Lynparza,?",[0.21790177 0.03697066 0.74512756],neutral,0.1809311
"Endo to supply generic version of PROVENTIL in U S ,?",[0.11466596 0.01668136 0.8686527 ],neutral,0.097984605
"Myriad expands partnership with AstraZeneca and Merck,?",[0.9075457  0.01429927 0.07815501],positive,0.8932464
"Iovance Bio up 6% on pipeline update,?",[0.9172157  0.0613836  0.02140069],positive,0.8558321
"Trillium adds STING candidate to pipeline,?",[0.14191386 0.04246913 0.815617  ],neutral,0.09944473
"BerGenBio extends phase II combination trial in NSCLC,?",[0.8003331  0.01892826 0.18073866],positive,0.78140485
"Syndax down 4% on updated entinostat data,?",[0.00904127 0.97559935 0.01535933],negative,-0.9665581
"Advaxis up 39% premarket on positive ADXS-PSA data,?",[0.91392565 0.06200187 0.02407253],positive,0.85192376
"Merck up 1% premarket on Keytruda approval for first-line lung cancer in China,?",[0.838558   0.13137357 0.03006843],positive,0.70718443
"FDA grants Breakthrough Therapy Designation for Selumetinib in NF1,?",[0.828774   0.02318051 0.14804558],positive,0.8055935
"FDA tentatively OKs Teva's generic Stromectol,?",[0.21851383 0.07453252 0.7069537 ],neutral,0.14398131
"Novo's oral semaglutide beats Merck's Januvia in late-stage study,?",[0.41546434 0.29990005 0.2846356 ],positive,0.11556429
"Conatus flop fails to move NASH players,?",[0.03554343 0.8360987  0.12835798],negative,-0.8005552
"Reuters: UPS eyes health logistics market with home vaccine test,?",[0.39360046 0.05713165 0.5492679 ],neutral,0.33646882
"Merck extends partnership with NGM Biopharmaceuticals,?",[0.9068689  0.01167122 0.08145989],positive,0.89519763
"EC OK's Merck's Keytruda in first-line lung cancer,?",[0.04687927 0.06116333 0.8919574 ],neutral,-0.014284059
"Conatus up 22% ahead of Emricasan data presentation,?",[0.9298243  0.04221787 0.0279579 ],positive,0.88760644
"Hemispherx Bio up 8% on Ampligen progress,?",[0.8818779  0.09319567 0.02492635],positive,0.7886822
"Trump 2020 drug pricing initiatives - part 2,?",[0.05858786 0.01319763 0.92821455],neutral,0.04539023
"Trump aiming to rein in drug cost with range of proposals,?",[0.25155717 0.01099634 0.7374464 ],neutral,0.24056083
"Immutep down 4% on lead candidate data,?",[0.00962849 0.9755646  0.01480688],negative,-0.9659361
"Merck prices $5B debt offering,?",[0.03375999 0.05544501 0.91079503],neutral,-0.021685023
"Merck prevails in Levothyrox litigation in France,?",[0.1762609  0.4706265  0.35311258],negative,-0.29436558
"Merck begins tender offer for Immune Design,?",[0.43785214 0.01632122 0.5458266 ],neutral,0.42153093
"European advisory group backs new dosing regimen for Merck's Keytruda,?",[0.570231   0.03697818 0.39279082],positive,0.53325284
"Pharma chiefs defend merits of current system on innovation at Senate hearing,?",[0.34418508 0.10217885 0.5536361 ],neutral,0.24200624
"Day of reckoning for Big Pharma,?",[0.12897167 0.03318312 0.83784527],neutral,0.09578855
"U S  healthcare spending to rise 5 5% per annum over next decade,?",[0.93548167 0.0123371  0.05218122],positive,0.9231446
"Merck to acquire Immune Design for $300M,?",[0.03121265 0.01466295 0.9541244 ],neutral,0.016549695
"Merck nabs accelerated review for Keytruda in treatment-resistant SCLC,?",[0.14663696 0.03770497 0.8156581 ],neutral,0.10893199
"Merck's Keytruda flunks liver cancer study,?",[0.03279876 0.12806723 0.83913404],neutral,-0.09526846
"Maryland strikes out in reviving drug price-gouging law,?",[0.50890714 0.07255215 0.4185407 ],positive,0.436355
"Merck's Keytruda tops Pfizer's Sutent in first-line kidney cancer,?",[0.08636748 0.58177996 0.33185259],negative,-0.49541247
"FDA OKs expanded use for Merck's Keytruda,?",[0.7638068  0.03395269 0.20224042],positive,0.7298541
"FDA creates new accelerated review pathway for generic drug applications,?",[0.64949435 0.01183326 0.33867237],positive,0.6376611
"""Cerecor nabs new patent in U S  for nOH, shares up 14% premarket"",?",[0.9386991  0.02419114 0.03710975],positive,0.914508
"FDA grants accelerated review for Merck's application for Keytruda + Inlyta in first-line kidney cancer,?",[0.49362454 0.01967482 0.48670068],positive,0.47394973
"Keytruda combo therapies show positive effects in prostate cancer study,?",[0.49741408 0.02560307 0.47698292],positive,0.471811
"Merck's Keytruda trumps Opdivo + Yervoy in first-line kidney cancer; shares up 3%,?",[0.9153491  0.03342758 0.05122334],positive,0.8819215
"SELLAS to launch study of GPS + Keytruda in WT1+ cancers; shares up 4% premarket,?",[0.9252524  0.03384048 0.04090717],positive,0.8914119
"Boehringer Ingelheim teams up with IBM to explore use of blockchain in clinical trials,?",[0.65819544 0.01477881 0.3270257 ],positive,0.64341664
"FDA grants priority review for Merck 셲 KEYTRUDA for HNSCC,?",[0.20284547 0.02767568 0.7694789 ],neutral,0.1751698
"Merck KGaA teams up with Glaxo to develop cancer candidate,?",[0.8105841  0.01285529 0.17656063],positive,0.79772884
"Codexis up 13% premarket on Merck deal,?",[0.87022644 0.09154249 0.03823109],positive,0.77868396
"""BofA/Merrill Lynch likes Merck, top pharma pick"",?",[0.4989443  0.03046109 0.4705946 ],positive,0.4684832
"European advisory group backs Merck's Keytruda in first-line lung cancer,?",[0.3772154  0.08407989 0.53870475],neutral,0.2931355
"Drug wholesalers/PBMs claw back from selloff from proposed elimination of rebates,?",[0.48686698 0.48629266 0.02684039],positive,0.00057432055
"Oncosec up 2% on TAVO + Keytruda data in melanoma,?",[0.9124365  0.06522534 0.02233819],positive,0.8472111
"Merck Q4 top line up 5%,?",[0.9038698  0.05566536 0.04046481],positive,0.84820443
"""Merck beats by $0 01, beats on revenue"",?",[0.39448163 0.08377212 0.5217462 ],neutral,0.3107095
"Merck Q4 2018 Earnings Preview,?",[0.06433408 0.27151656 0.6641494 ],neutral,-0.20718248
"FDA OKs new use for Lilly's Alimta,?",[0.17119618 0.05258448 0.77621937],neutral,0.1186117
"FDA grants accelerated review status for Merck's 15-valent pneumococcal vaccine,?",[0.8333163  0.01722826 0.14945537],positive,0.8160881
"Merck declares $0 55 dividend,?",[0.05124648 0.7506905  0.19806293],negative,-0.69944406
"Tiny Israeli firm touts cancer cure,?",[0.11096476 0.17471549 0.7143197 ],neutral,-0.06375073
"Mid-stage melanoma study of Evelo's EDP1503 + Keytruda underway,?",[0.04515016 0.11525691 0.83959293],neutral,-0.070106745
"Early Q4 reports weigh on large cap drug makers,?",[0.01702694 0.9430623  0.03991076],negative,-0.92603534
"Hospitals squeezed by high drug costs,?",[0.01736939 0.9282488  0.05438172],negative,-0.91087943
"Biopharma firms under pressure on Brexit uncertainty,?",[0.02554046 0.90402794 0.07043155],negative,-0.87848747
"FDA to beef up cell and gene therapy staff,?",[0.08739396 0.80803335 0.10457266],negative,-0.7206394
"FDA Commish touts advances/successes,?",[0.0690129 0.1513903 0.7795968],neutral,-0.082377404
"Merck's Keytruda improves survival in certain esophageal cancer patients,?",[0.78406763 0.07454195 0.14139037],positive,0.7095257
"Rep  Cummings opens investigation into drug prices,?",[0.05710392 0.2034302  0.73946595],neutral,-0.14632627
"Dem lawmakers introduce bill to lower U S  drug prices,?",[0.3899921  0.21655986 0.39344808],neutral,0.17343223
"MiRagen's cobomarsen shows positive action in early-stage blood cancer studies,?",[0.5577134  0.02648156 0.41580504],positive,0.5312318
"Drug applications take back seat to safety surveillance at FDA during shutdown,?",[0.28142598 0.06187796 0.6566961 ],neutral,0.21954802
"Brain tumor study underway assessing MN-166 + chemo,?",[0.05392067 0.07892106 0.86715823],neutral,-0.025000393
"Hemispherx Bio up 22% on Ampligen + Keytruda studies,?",[0.92518646 0.05084604 0.02396753],positive,0.8743404
"Moderna up 6% premarket on pipeline update,?",[0.8696652  0.08624564 0.04408922],positive,0.78341955
"""Biotechs lead broad market advance, XBI up 5%"",?",[0.9280057  0.02137722 0.05061716],positive,0.9066285
"Generex up 26% on possible NuGenerex spinout,?",[0.8862999  0.08691274 0.02678729],positive,0.79938716
"Cocrystal Pharma up 11% on Merck collaboration,?",[0.8978576  0.07543442 0.02670794],positive,0.82242316
"Japan OKs five new indications for Merck's Keytruda,?",[0.443981   0.04343033 0.5125887 ],neutral,0.40055066
"Merck in-licenses NASH/T2D candidate,?",[0.046437   0.05956897 0.89399403],neutral,-0.013131969
"Drug makers OK with price inclusion in TV ads if done fairly,?",[0.16820462 0.01973196 0.81206346],neutral,0.14847267
"Scorecard for the markets in 2018,?",[0.03809049 0.04382417 0.91808534],neutral,-0.00573368
"""Merck, Pfizer top Dow 2018 standings; Goldman Sachs slides to the bottom"",?",[0.0378437  0.8314235  0.13073282],negative,-0.7935798
"""FDA approves Merck, Sanofi pediatric vaccine"",?",[0.6891896  0.02322184 0.28758857],positive,0.66596776
"FDA extends review period 90 days for Merck's Keytruda in first-line lung cancer,?",[0.5225225  0.10835528 0.36912218],positive,0.41416723
"AstraZeneca's Lynparza successful in late-stage study in third-line ovarian cancer,?",[0.7779312  0.03125028 0.19081852],positive,0.7466809
"FDA OKs Merck's Keytruda for rare type of skin cancer,?",[0.18028347 0.12616768 0.69354886],neutral,0.054115787
"FDA OKs expanded use for AstraZeneca's Lynparza,?",[0.6348785  0.05524209 0.30987936],positive,0.57963645
"Aduro Bio out-licenses cGAS-STING inhibitor program to Eli Lilly; shares up 32% after hours,?",[0.8892127  0.02106205 0.0897252 ],positive,0.86815065
"Merck's Keytruda OK'd in Europe for adjuvant advanced melanoma,?",[0.11861551 0.02174207 0.8596424 ],neutral,0.09687344
"J&amp;J weighing on big biopharma players,?",[0.0551872  0.2871435  0.65766937],neutral,-0.2319563
"Leap's TRX518 shows positive action in Phase 1/2 cancer study,?",[0.7469259 0.0313684 0.2217057],positive,0.7155575
"Idera Pharma down 11% premarket on updated mid-stage tilsotolimod data,?",[0.00961771 0.97571534 0.01466704],negative,-0.96609765
"Merck to acquire Antelliq Group for    1B plus debt,?",[0.0397894  0.01954057 0.94066995],neutral,0.020248827
"""Senate Dems introduce bill to block """"excessive"""" increases in drug prices"",?",[0.06372406 0.4535793  0.48269662],neutral,-0.38985527
"Merck teams up with Brazilian non-profit to develop dengue vaccine,?",[0.8380633  0.01268641 0.14925033],positive,0.82537687
"Roche teams up with Merck to develop new companion test for Keytruda,?",[0.7201562  0.01084981 0.26899397],positive,0.70930636
"BioLineRx up 2% premarket on start of triple combo arm in mid-stage pancreatic cancer study,?",[0.9219002  0.04179171 0.036308  ],positive,0.8801085
"Merck announces executive appointments,?",[0.0326717  0.08121426 0.88611406],neutral,-0.048542563
"Ebola spreads to major Congo city,?",[0.05309131 0.7776815  0.16922724],negative,-0.72459024
"Merck HIV treatments OK'd in Europe,?",[0.07092453 0.13553317 0.7935423 ],neutral,-0.06460864
"NewLink up 14% on Merck BLA for Ebola vaccine,?",[0.90469414 0.07120463 0.02410121],positive,0.83348954
"Merck's Keytruda beats chemo in late-stage study in esophageal cancer,?",[0.06304125 0.04800941 0.88894933],neutral,0.015031844
"Merck starts rolling BLA for Ebola vaccine,?",[0.40779716 0.07944456 0.51275826],neutral,0.3283526
"Express Scripts launches new formulary aimed at reducing drug costs,?",[0.79577124 0.02592365 0.17830513],positive,0.7698476
"FDA accepts AstraZeneca's marketing application for expanded use for Lynparza,?",[0.5606134  0.03774249 0.4016441 ],positive,0.5228709
"Investors underwhelmed with Aduro's early-stage data on STING candidate; shares down 11%,?",[0.00969757 0.9780195  0.01228295],negative,-0.9683219
"Keytruda + Lenvima combo shows positive effect in Phase 1b/2 study in three tumor types,?",[0.8177028  0.03886858 0.14342865],positive,0.7788342
"Merck's cancer candidates MK-4280 and MK-7684 show encouraging action in early-stage studies,?",[0.7359818  0.01623997 0.24777822],positive,0.7197418
"Alkermes up 3% on accelerated plan for ALKS 4230,?",[0.91078216 0.06460162 0.02461625],positive,0.84618056
"OncoSec down 56% premarket on mid-stage TAVO data,?",[0.00942791 0.973489   0.01708314],negative,-0.9640611
"BioXcel up 7% premarket on advancement of lead I-O candidate,?",[0.9289741  0.04412155 0.02690443],positive,0.8848525
"Advaxis bails on Phase 1/2 study of AXAL + Imfinzi; may tweak design of Phase 3 trial of AXAL monotherapy to accelerate data readout; shares down 6% premarket,?",[0.01198134 0.9741917  0.013827  ],negative,-0.96221036
"TG Therapeutics up 7% on positive umbralisib + ublituximab data,?",[0.9312706  0.04414259 0.02458682],positive,0.887128
"FDA OKs genetic test to inform on drug metabolism,?",[0.08477455 0.02178529 0.8934402 ],neutral,0.062989265
"FDA OKs Merck's Keytruda + chemo for first-line lung cancer,?",[0.26376727 0.07970118 0.6565316 ],neutral,0.18406609
"Generex to launch mid-stage study of AE37 + Keytruda in TNBC; shares up 3%,?",[0.9191616  0.0196455  0.06119286],positive,0.8995161
"ViiV Healthcare's cabotegravir and rilpivirine regimen shows durable treatment effect in mid-stage HIV study,?",[0.5285279  0.02131515 0.45015693],positive,0.50721276
"Syndax Pharma down 25% on negative outcome of entinostat study,?",[0.00938942 0.9757447  0.01486588],negative,-0.9663553
"Trump mulling tieing U S  drug prices to Europe's,?",[0.09964583 0.30177897 0.5985752 ],neutral,-0.20213315
"Merck Q3 top line up 5%; non-GAAP EPS up 7%; raises non-GAAP EPS guidance,?",[0.9432594  0.02645308 0.0302875 ],positive,0.91680634
"Merck declares $0 55 dividend,?",[0.05124653 0.7506905  0.19806294],negative,-0.699444
"""Merck beats by $0 05, misses on revenue"",?",[0.26776677 0.33543375 0.39679942],neutral,-0.06766698
"Merck's Keytruda shows treatment benefit in late-stage HNSCC study,?",[0.55136764 0.02519523 0.42343712],positive,0.5261724
"Bristol-Myers Squibb down 3% premarket on diminished prospects of overtaking Merck in first-line lung cancer,?",[0.01228507 0.97167724 0.01603771],negative,-0.9593922
"Dynavax up 18% premarket on SD-101 + Keytruda data in melanoma,?",[0.87821686 0.09357496 0.02820824],positive,0.7846419
"EMA adopts positive opinion for Merck 셲 KEYTRUDA as adjuvant therapy in Melanoma,?",[0.84023637 0.04424113 0.1155225 ],positive,0.79599524
"Merck's STING agonist shows positive action in early-stage cancer study,?",[0.6037322  0.03088133 0.36538646],positive,0.5728509
"Merck's Keytruda shows positive effect in mid-stage bladder cancer study,?",[0.85641754 0.02357915 0.12000329],positive,0.8328384
"BioLineRx down 21% on mid-stage data for BL-8040 in pancreatic cancer,?",[0.01009485 0.97574276 0.01416235],negative,-0.96564794
"EMA advisory group backs new indications for three meds,?",[0.53678936 0.01839294 0.4448177 ],positive,0.51839644
"Merck's Keytruda + Pfizer's Inlyta successful in late-stage kidney cancer study,?",[0.09037901 0.02646391 0.883157  ],neutral,0.0639151
"Merck appoints Jim Scholefield as Chief Information and Digital Officer,?",[0.03760055 0.08521076 0.8771887 ],neutral,-0.04761021
"FDA issues new guidance aimed at more efficient drug development,?",[0.5877442  0.01367825 0.3985775 ],positive,0.5740659
"OncoSec launches mid-stage study of TAVO + Keytruda in TNBC,?",[0.06347065 0.04298851 0.89354086],neutral,0.020482134
"Dynavax SD-101 + Keytruda to be evaluated in mid-stage breast cancer study,?",[0.04568209 0.02822362 0.92609423],neutral,0.017458472
"Merck bails on Lantus biosimilar,?",[0.09448291 0.62856245 0.2769546 ],negative,-0.53407955
"FDA rejects Acacia Pharma's amisulpride for postop nausea and vomiting,?",[0.02716899 0.9110142  0.06181678],negative,-0.8838452
"FDA OKs expanded use for Merck's Gardasil 9 HPV vaccine,?",[0.7757096  0.02976479 0.19452554],positive,0.74594486
"Merck's HIV med Delstrigo shows long-term treatment effect in late-stage switching study,?",[0.18707514 0.02046428 0.79246056],neutral,0.16661087
"Merck's Delstrigo shows sustained treatment effect in late-stage HIV study,?",[0.7636732  0.02536158 0.21096519],positive,0.7383116
"Antibiotic developers in the green on Paratek news,?",[0.04967894 0.04300541 0.9073157 ],neutral,0.0066735297
"""Sloan Kettering CEO leaves Merck, Charles River boards after disclosure"",?",[0.02432676 0.8232255  0.15244775],negative,-0.79889876
"FDA issues new draft guidance aimed at speedier generic approvals,?",[0.50230527 0.01959274 0.478102  ],positive,0.48271254
"NGM Biopharmaceuticals on deck for IPO,?",[0.03545481 0.04748069 0.9170645 ],neutral,-0.012025889
"Merck board rescinds mandatory CEO retirement policy,?",[0.04231154 0.31369764 0.6439909 ],neutral,-0.2713861
"Pfizer facing difficult path to ramp up biosimilar business,?",[0.39793867 0.11786977 0.4841916 ],neutral,0.2800689
"Express Scripts taking credit for Gilead's planned launch of generic HCV meds,?",[0.09152287 0.00930432 0.89917284],neutral,0.08221855
"Gilead to launch generic versions of Epclusa and Harvoni,?",[0.11791696 0.00717194 0.87491107],neutral,0.11074502
"European advisory group backs Merck's HIV meds Delstrigo and Pifeltro,?",[0.4219331  0.09109214 0.48697478],neutral,0.33084098
"Daiichi Sankyo to launch study of DS-8201/Keytruda combo in HER2+ cancers,?",[0.12329454 0.01107731 0.8656281 ],neutral,0.11221723
"Bristol-Myers Opdivo price in China half of U S ,?",[0.05195354 0.61737406 0.33067238],negative,-0.5654205
"House nixes drug prices in TV ads,?",[0.01647685 0.9259904  0.05753276],negative,-0.90951353
"FDA action date approaches for Acacia Pharma's nausea and vomiting med amisulpride,?",[0.05994929 0.02992987 0.9101209 ],neutral,0.030019417
"FDA grants priority review to Merck 셲 sBLA for KEYTRUDA as monotherapy for treatment of locally advanced or metastatic NSCLC,?",[0.29168266 0.01268982 0.6956275 ],neutral,0.27899283
"Merck's combo antibiotic successful in late-stage pneumonia study,?",[0.70406914 0.01720477 0.2787261 ],positive,0.6868644
"Alkermes adds Merck's Keytruda to early-stage study of ALKS 4230 in solid tumors,?",[0.10265882 0.01841128 0.8789299 ],neutral,0.084247544
"European Commission approves Merck 셲 KEYTRUDA in combination with pemetrexed and platinum chemotherapy for the treatment of metastatic nonsquamous NSCLC,?",[0.8410575  0.01465782 0.14428478],positive,0.8263997
"Ebola outbreak spreading in Congo,?",[0.02097552 0.90477365 0.07425079],negative,-0.8837981
"Biotechs and biopharmas in the red,?",[0.04861803 0.03826561 0.91311634],neutral,0.010352418
"Adocia's BioChaperone Pramlintide Insulin shows positive action in early-stage study in T1D,?",[0.6667694  0.04442897 0.2888016 ],positive,0.62234044
"Eisai's Lenvima OK'd in China for liver cancer,?",[0.04921906 0.2640896  0.6866913 ],neutral,-0.21487056
"FDA grants priority review to Merck 셲 sBLA for KEYTRUDA for the treatment of MCC,?",[0.44871122 0.01677322 0.53451556],neutral,0.431938
"Big Pharma in the red after AstraZeneca lupus flop,?",[0.50323045 0.15182735 0.3449422 ],positive,0.35140312
"FDA OKs two new HIV treatments from Merck,?",[0.6393562  0.14916056 0.21148318],positive,0.49019563
"Roche to maintain leadership in oncology - Bloomberg Intelligence,?",[0.77638394 0.01354711 0.21006897],positive,0.7628368
"FDA OKs BI's NexGard for prevention of Lyme disease in dogs,?",[0.24999437 0.06560069 0.6844049 ],neutral,0.18439367
"23andMe cuts off app developers from raw genetic data,?",[0.01482677 0.9325509  0.05262228],negative,-0.91772413
"AstraZeneca's Lynparza OK'd in China for ovarian cancer,?",[0.05789167 0.4620127  0.48009557],neutral,-0.40412104
"Oklahoma first state to negotiate efficacy-based drug prices,?",[0.30938944 0.01920702 0.6714035 ],neutral,0.2901824
"Eisai's Lenvima OK'd in Europe for first-line liver cancer,?",[0.05276247 0.11123236 0.83600515],neutral,-0.05846988
"Congo clears more experimental Ebola treatments,?",[0.19210345 0.16408518 0.6438114 ],neutral,0.028018266
"FDA OKs expanded use for Agilent companion diagnostic test; shares up 1%,?",[0.9307662  0.02050766 0.04872613],positive,0.9102586
"Rexahn teams up with Merck on combo study in TNBC,?",[0.1396475  0.01627356 0.8440789 ],neutral,0.12337393
"FDA OKs Merck's Keytruda for first-line lung cancer; shares up 2%,?",[0.9303515  0.03227305 0.03737548],positive,0.89807844
"Big Pharma in the green in early trade,?",[0.09555165 0.13693275 0.7675156 ],neutral,-0.04138109
"FDA OKs Eisai's Lenvima for first line liver cancer,?",[0.11482722 0.1322367  0.75293607],neutral,-0.017409489
"Agenus earns second $4M milestone payment from Merck,?",[0.8328846  0.03450377 0.13261168],positive,0.79838085
"FDA OKs birth control app,?",[0.06780986 0.10705474 0.8251354 ],neutral,-0.039244875
"BeiGene launches late-stage study of tislelizumab in first-line lung cancer,?",[0.11615654 0.02130644 0.862537  ],neutral,0.09485011
"Perrigo in-licenses rights to OTC version of Nasonex from Merck,?",[0.09992675 0.00472338 0.89534986],neutral,0.09520337
"Vaccinations begin for Congo Ebola outbreak,?",[0.0898862  0.42049298 0.48962077],neutral,-0.3306068
"AbbVie and Enanta down on loss of preferred status in HCV with Express Scripts,?",[0.0105309  0.96893734 0.02053167],negative,-0.95840645
"Ebola vaccinations to begin in eastern Congo,?",[0.04105273 0.16746265 0.7914846 ],neutral,-0.12640992
"Congo declares new Ebola outbreak,?",[0.03468395 0.8617283  0.10358765],negative,-0.82704437
"Pfizer's Read thinks drug rebates going bye-bye in U S ,?",[0.09407671 0.08845076 0.8174725 ],neutral,0.0056259483
"U S  healthcare spending nearing 20% of GDP,?",[0.4335152  0.21213244 0.35435238],positive,0.22138275
"Lenvima/Keytruda combo a Breakthrough Therapy for type of endometrial cancer,?",[0.41347212 0.01394631 0.5725816 ],neutral,0.39952582
"European advisory group backs Merck's Keytruda in first-line lung cancer,?",[0.3772154  0.08407989 0.53870475],neutral,0.2931355
"""Merck tops estimates, lifts guidance; shares up 0 7%"",?",[0.92317694 0.04247833 0.03434465],positive,0.8806986
"""Merck beats by $0 03, beats on revenue"",?",[0.35752624 0.08579146 0.5566823 ],neutral,0.27173477
"Biogen slump pressures other biotechs,?",[0.03082874 0.86316097 0.10601034],negative,-0.83233225
"AstraZeneca's selumetinib flunks late-stage thyroid cancer study,?",[0.02710728 0.84626526 0.12662745],negative,-0.81915796
"Merck's Keytruda OK'd in China for advanced melanoma,?",[0.09104388 0.03629468 0.8726614 ],neutral,0.054749206
"Merck's Keytruda extends survival in first-line HNSCC in late-stage study,?",[0.91449994 0.04138217 0.04411798],positive,0.87311774
"End to Congo's ninth ebola outbreak,?",[0.03143192 0.8571186  0.11144939],negative,-0.8256867
"BeiGene launches late-stage study of tislelizumab in first-line lung cancer,?",[0.11615654 0.02130644 0.862537  ],neutral,0.09485011
"Merck declares $0 48 dividend,?",[0.0686477  0.68358976 0.24776256],negative,-0.6149421
