sentence,logit,prediction,sentiment_score
"European advisory group backs expanded use of Pfizer's Vyndaqel,?",[0.78599685 0.02027491 0.19372828],positive,0.7657219
"European advisory group thumbs up on Pfizer's Humira biosimilar,?",[0.855089   0.04116778 0.10374322],positive,0.8139212
"FDA OK's extended-release Xeljanz for ulcerative colitis,?",[0.07205704 0.15856968 0.7693733 ],neutral,-0.08651264
"ViiV Healthcare files applications for dispersible formulations of dolutegravir,?",[0.03778295 0.12730524 0.8349118 ],neutral,-0.08952229
"""House passes drug pricing bill, Senate unlikely to support"",?",[0.33575028 0.14121519 0.5230345 ],neutral,0.19453509
"Kinase inhibitors in focus after Merck bid for ArQule,?",[0.05677904 0.6561461  0.28707483],negative,-0.5993671
"FDA OKs Amneal's generic Revatio and Amicar; shares up 2% after hours,?",[0.919606   0.04167169 0.03872238],positive,0.8779343
"Spending spree on gene therapy production,?",[0.04558911 0.12828726 0.82612365],neutral,-0.08269815
"Taro's tavaborole gets tentative FDA OK,?",[0.8543819  0.06045959 0.08515852],positive,0.7939223
"Launch of new generic drugs in U S  still lags - WSJ,?",[0.08999058 0.54090893 0.36910048],negative,-0.45091835
"FDA OKs Pfizer biosimilar to Humira,?",[0.06043109 0.65028435 0.2892846 ],negative,-0.5898533
"EMA cautions on Pfizer's Xeljanz,?",[0.03406221 0.8565795  0.10935828],negative,-0.8225173
"BioMarin's vosoritide shows positive effect in mid-stage achondroplasia study,?",[0.8724846  0.03098871 0.09652665],positive,0.84149593
"Upjohn/Mylan to be named Viatris,?",[0.02687436 0.10192321 0.87120247],neutral,-0.07504885
"Pfizer's Xeljanz successful in pediatric arthritis study,?",[0.07442025 0.03929465 0.8862851 ],neutral,0.035125602
"Solid Bio down 59% premarket on another clinical hold on DMD gene therapy,?",[0.17750302 0.51306206 0.30943495],negative,-0.33555904
"Allergan combo antibiotic nabs accelerated review status in U S ,?",[0.13741934 0.02798821 0.83459246],neutral,0.10943113
"Pfizer and Merck KGaA's Bavencio flunks late-stage GEJ study,?",[0.03751576 0.7310185  0.23146579],negative,-0.6935027
"Boston nonprofit playing big role in drug pricing,?",[0.06044889 0.00998659 0.92956454],neutral,0.050462306
"""Drug shortages reflect """"broken market"""" - FDA"",?",[0.03655954 0.7459697  0.2174707 ],negative,-0.7094102
"Pfizer up 3% premarket on Q3 beat,?",[0.88249284 0.08480471 0.03270252],positive,0.7976881
"""Pfizer EPS beats by $0 13, beats on revenue"",?",[0.23660275 0.08023557 0.6831617 ],neutral,0.15636718
"Pfizer Q3 2019 Earnings Preview,?",[0.04538389 0.15248185 0.8021343 ],neutral,-0.10709797
"Pfizer's Bavencio + Inlyta OK'd in Europe for first-line kidney cancer,?",[0.07277804 0.05044638 0.87677556],neutral,0.022331655
"Opko Health up 11% premarket on positive somatrogon data,?",[0.9038956  0.07335984 0.02274459],positive,0.83053577
"Pelosi drug bill passes first House committee,?",[0.1061075  0.06412653 0.829766  ],neutral,0.041980974
"ViiV Healthcare files U S  application for expanded use of HIV med Dovato,?",[0.0560046  0.05224937 0.891746  ],neutral,0.0037552305
"Pelosi drug bill would save $345B - CBO,?",[0.5330991  0.10223491 0.36466596],positive,0.4308642
"Akcea out-licenses antisense candidate to Pfizer for up to $1 5B,?",[0.0887806  0.01484438 0.896375  ],neutral,0.07393622
"""Keytruda on path to become world's no  1 selling drug, research firm says"",?",[0.86173546 0.02003918 0.11822534],positive,0.84169626
"Pfizer reports positive data from late-stage BEACON CRC trial,?",[0.81104475 0.03027107 0.15868415],positive,0.7807737
"Pfizer's abrocitinib successful in second late-stage dermatitis study,?",[0.61833435 0.05321284 0.32845277],positive,0.56512153
"Vaccinex's pepinemab shows encouraging action in treatment-resistant lung cancer,?",[0.8265211  0.01680203 0.1566769 ],positive,0.8097191
"Pfizer declares $0 36 dividend,?",[0.06608648 0.61046326 0.32345024],negative,-0.5443768
"Opko Health up 4% on long-term somatrogon data,?",[0.9281914  0.05143747 0.02037119],positive,0.8767539
"Drug makers up after McConnell thumbs down on Pelosi price pricing plan,?",[0.1654755  0.7373854  0.09713921],negative,-0.5719099
"European advisory group backs Merck KGaA's Bavencio for first-line kidney cancer,?",[0.2817252  0.39884815 0.3194266 ],negative,-0.11712295
"FDA warns on rare side effect of breast cancer meds,?",[0.0439447  0.71253985 0.24351545],negative,-0.66859514
"Pfizer 20-valent pneumococcal vaccine shows positive effect in mid-stage study in infants,?",[0.8002108  0.06796581 0.13182347],positive,0.73224497
"EC OKs Keytruda/Inlyta combo for first-line kidney cancer,?",[0.05204011 0.08256549 0.8653944 ],neutral,-0.030525375
"Opko Health completes late-stage somatrogon study,?",[0.37028927 0.05444753 0.5752632 ],neutral,0.31584173
"ViiV and Janssen announce positive data on long-acting HIV doublet therapy,?",[0.89698315 0.03254483 0.07047202],positive,0.8644383
"FDA grants accelerated review for expanded use of Xtandi,?",[0.63643444 0.01479159 0.3487739 ],positive,0.6216428
"Pfizer to build gene therapy manufacturing facility in NC,?",[0.09900365 0.00894068 0.8920557 ],neutral,0.09006297
"FDA OKs AbbVie's Rinvoq rheumatoid arthritis; shares up 2%,?",[0.9234203  0.03825508 0.03832453],positive,0.8851652
"Pfizer recalls two lots of Relpax due to potential contamination,?",[0.01150869 0.9575057  0.03098568],negative,-0.945997
"Vaccinex achieves enrollment target in pepinemab lung cancer study,?",[0.9155678  0.02145738 0.06297483],positive,0.89411044
"Lilly prevails in Alimta patent challenge,?",[0.7789841  0.09835545 0.12266038],positive,0.68062866
"AstraZeneca and Merck's Lynparza shows treatment benefit in late-stage prostate cancer study,?",[0.2932874  0.02157047 0.68514216],neutral,0.27171692
"GlycoMimetics' lead drug flunks late-stage study; shares down 54% premarket,?",[0.00934741 0.9725983  0.0180543 ],negative,-0.96325094
"Pfizer and Glaxo close OTC joint venture,?",[0.13706036 0.05673495 0.8062047 ],neutral,0.08032541
"Regenxbio out-licenses gene therapy vector to Pfizer,?",[0.07912298 0.02995904 0.89091796],neutral,0.049163945
"Trump readies plan to allow drug imports from Canada,?",[0.23189089 0.02099379 0.7471153 ],neutral,0.2108971
"Dr  Reddy's launches generic Lyrica in U S ,?",[0.1448006  0.02086627 0.8343331 ],neutral,0.123934336
"ViiV Healthcare files European application for HIV doublet therapy,?",[0.27937853 0.01771271 0.7029087 ],neutral,0.26166582
"European advisory group backs Merck's Keytruda + Pfizer's Inlyta in first-line kidney cancer,?",[0.24843411 0.05962532 0.69194055],neutral,0.1888088
"It's official  Mylan and Pfizer's Upjohn to combine,?",[0.04927038 0.02185325 0.92887634],neutral,0.02741713
"Pfizer down 1% premarket after Q2 result; 2019 guidance lowered,?",[0.01088246 0.968663   0.02045448],negative,-0.95778054
"Mylan up 23% premarket on potential Pfizer deal,?",[0.7995405  0.15759957 0.04285989],positive,0.64194095
"""Pfizer EPS beats by $0 05, misses on revenue"",?",[0.17017214 0.37066454 0.45916337],neutral,-0.2004924
"Pfizer close to off-patent drug combo with Mylan,?",[0.158075   0.09514825 0.7467768 ],neutral,0.062926754
"Drug pricing bill passes Senate committee,?",[0.09736327 0.0569513  0.8456854 ],neutral,0.040411968
"FDA OK's Pfizer's Rituxan biosimilar,?",[0.0426182  0.12788984 0.8294919 ],neutral,-0.08527164
"ViiV's fostemsavir shows long-term benefit in treatment-experienced HIV patients,?",[0.8485074  0.01664937 0.13484326],positive,0.83185804
"Pfizer Canada to manage EpiPen distribution ahead of possible shortage,?",[0.15485424 0.01487104 0.8302747 ],neutral,0.13998319
"Big Biopharma in the red as investors wait for Trump's drug price plan,?",[0.12227999 0.30262405 0.57509595],neutral,-0.18034406
"ViiV's two-drug HIV pill on par with three-drug regimen in late-stage study,?",[0.6430633  0.03920894 0.3177277 ],positive,0.60385436
"Drug makers perk up on block of price disclosures in TV ads,?",[0.5814777  0.19793847 0.22058387],positive,0.38353923
"Biophytis files for 8 75M-share U S  IPO at $7-$9/ADS,?",[0.08204912 0.03697511 0.8809758 ],neutral,0.04507401
"Biotechs and biopharmas under pressure ahead of Trump order on drug prices,?",[0.02890452 0.8849845  0.08611099],negative,-0.85608
"ViiV Healthcare launches U S  study on implementation of monthly HIV treatment,?",[0.46830362 0.02348037 0.508216  ],neutral,0.44482327
"Array Bio's triplet therapy extends survival in late-stage CRC study,?",[0.82690746 0.02411019 0.14898239],positive,0.80279726
"Sangamo up 14% premarket on positive hemophilia A gene therapy data,?",[0.780003   0.18421814 0.03577891],positive,0.5957849
"Drug stocks slip after Trump talks up `favored nations' plan,?",[0.03068205 0.93824273 0.03107514],negative,-0.9075607
"Pfizer may trim Prevnar 13 guidance after ACIP vote - Cantor,?",[0.10058975 0.05886875 0.8405415 ],neutral,0.041721005
"Glaxo launches late-stage development of RA med otilimab,?",[0.05606184 0.01587671 0.9280614 ],neutral,0.040185127
"ViiV's HIV-1 pill Dovato OK'd in Europe,?",[0.08222987 0.28068033 0.6370898 ],neutral,-0.19845046
"U S  drugmakers institute new round of increases,?",[0.56877416 0.02739524 0.40383062],positive,0.5413789
"Pfizer completes Therachon buy,?",[0.14965801 0.04223401 0.80810803],neutral,0.107424
"Pfizer's crisaborole ointment safe in infants and toddlers,?",[0.05738382 0.07248826 0.8701279 ],neutral,-0.015104432
"Pfizer's sildenafil flunks late-stage PPHN study in newborns,?",[0.03254853 0.7644318  0.20301977],negative,-0.7318832
"Sarepta jumps 19% as fears ebb over superiority of Pfizer DMD data,?",[0.2960578  0.66118586 0.04275635],negative,-0.36512807
"Eyes on Pfizer ahead of update on DMD gene therapy,?",[0.0371917  0.02512217 0.93768615],neutral,0.012069533
"Ex-FDA chief Gottlieb joins Pfizer board,?",[0.04023287 0.04561755 0.91414964],neutral,-0.00538468
"FDA OKs Pfizer's Avastin biosimilar; shares up 1% premarket,?",[0.89795333 0.05430761 0.04773913],positive,0.84364575
"European advisory group backs expanded label of Pfizer's Zinforo,?",[0.47500542 0.16616452 0.35883006],positive,0.3088409
"Pfizer declares $0 36 dividend,?",[0.06608648 0.6104634  0.3234502 ],negative,-0.5443769
"Pfizer in red as CDC advisory committee reviews patient populations for Prevnar 13,?",[0.08968655 0.6016008  0.30871266],negative,-0.51191425
"Healthcare stocks under pressure ahead of Dem debate,?",[0.02818133 0.884058   0.08776068],negative,-0.8558767
"Pharma players in green on AbbVie/Allergan deal,?",[0.03242384 0.07224407 0.8953321 ],neutral,-0.039820235
"Baupost on short end of Allergan deal with $100M loss,?",[0.03577172 0.8214293  0.14279895],negative,-0.7856576
"Alnylam's patisiran shows durable effect in hATTR extension study,?",[0.58648586 0.02528448 0.3882297 ],positive,0.5612014
"Glaxo offers concessions to address Pfizer deal concerns,?",[0.76349574 0.01958928 0.21691492],positive,0.74390644
"Pfizer issuer default rating may be cut by Fitch,?",[0.03279326 0.90375787 0.06344898],negative,-0.8709646
"Pfizer to acquire Array Biopharma,?",[0.02769125 0.02564278 0.946666  ],neutral,0.00204847
"Mid-stage study underway for Progenics' I-131 1095 in prostate cancer,?",[0.04411307 0.05074235 0.9051445 ],neutral,-0.0066292733
"Study supports use of Pfizer's Xeljanz alone in rheumatoid arthritis,?",[0.10587286 0.01386487 0.88026226],neutral,0.09200799
"European advisory group backs Univar's Cufence for Wilson's disease,?",[0.6195123  0.10943401 0.27105367],positive,0.5100783
"Pfizer's Lyrica flunks late-stage grand mal seizure study,?",[0.03170612 0.77032584 0.19796807],negative,-0.73861974
"""Alphabet teams with Pfizer, Novartis on clinical trials"",?",[0.15588856 0.01215776 0.83195364],neutral,0.14373079
"FDA OKs expanded use of Pfizer's anticoagulant Fragmin,?",[0.728681   0.04809467 0.2232243 ],positive,0.68058634
"Sosei nabs $3M milestone from Pfizer under drug discovery partnership,?",[0.885151   0.01186092 0.10298806],positive,0.8732901
"ViiV Healthcare to evaluate Matinas Bio's LNC platform,?",[0.11135848 0.01162548 0.87701607],neutral,0.099732995
"Pfizer's abrocitinib successful in late-stage dermatitis study,?",[0.54587376 0.04134659 0.41277963],positive,0.50452715
"FDA OKs Bavencio + Inlyta for kidney cancer,?",[0.07118838 0.11145173 0.8173599 ],neutral,-0.040263347
"FDA finalizes guidance on interchangeable biosimilars,?",[0.10185465 0.00869719 0.88944817],neutral,0.09315746
"TV ad disclosures to affect small group of drug makers,?",[0.03475801 0.19147292 0.773769  ],neutral,-0.1567149
"Drug makers to face added pricing pressure in Canada under new proposal - Reuters,?",[0.7122327  0.16497713 0.12279012],positive,0.5472556
"Drug makers to disclose prices in TV ads as early as this summer,?",[0.03426061 0.41447988 0.5512595 ],neutral,-0.38021928
"Pfizer to buy Therachon Holding for up to $810M,?",[0.04453095 0.00626596 0.9492031 ],neutral,0.038264994
"EC OKs Pfizer's Lorviqua for certain lung cancer patients,?",[0.03280219 0.04170107 0.92549676],neutral,-0.00889888
"FDA OKs two oral formulations of Pfizer's tafamidis,?",[0.08972105 0.4988766  0.41140234],negative,-0.40915555
"Pfizer up 1% on Q1 beat; raised EPS guidance,?",[0.9462983  0.02422561 0.02947607],positive,0.9220727
"""Pfizer beats by $0 10, beats on revenue"",?",[0.4940821  0.12043339 0.3854845 ],positive,0.3736487
"Pfizer Q1 2019 Earnings Preview,?",[0.04685621 0.1523706  0.80077314],neutral,-0.10551439
"ViiV files U S  application for two-drug combo for HIV,?",[0.11609373 0.02837515 0.8555311 ],neutral,0.087718576
"Lilly prevails in Alimta patent appeal,?",[0.74409616 0.0533714  0.20253246],positive,0.6907248
"European advisory group backs Pfizer's breast cancer med Talzenna,?",[0.16155674 0.0414187  0.7970246 ],neutral,0.120138034
"European advisory group backs ViiV's Dovato for HIV,?",[0.06261048 0.81347424 0.12391535],negative,-0.7508638
"Pfizer declares $0 36 dividend,?",[0.06608648 0.6104634  0.3234502 ],negative,-0.5443769
"Pfizer and BMY's Eliquis beating J&amp;J and Bayer's Xarelto,?",[0.06008721 0.71636724 0.22354555],negative,-0.65628004
"Lilly and Pfizer's tanezumab shows mixed results in late-stage osteoarthritis study,?",[0.01684864 0.9440488  0.03910258],negative,-0.9272002
"Pfizer-Lilly painkiller in lower dose misses main goals in Phase 3 study,?",[0.10488901 0.01875998 0.876351  ],neutral,0.08612903
"Drugmaker selloff intensifies on D C  pricing headwinds,?",[0.03148921 0.9244717  0.04403913],negative,-0.8929825
"Pfizer's 20-valent pneumonia vaccine candidate shows positive action in mid-stage study,?",[0.76273966 0.02576592 0.21149433],positive,0.73697376
"FDA OKs ViiV Healthcare's two-drug HIV combo,?",[0.1264437  0.01167214 0.8618841 ],neutral,0.11477155
"FDA OKs use of Pfizer's Ibrance in male patients,?",[0.06774931 0.63013124 0.30211946],negative,-0.5623819
"ViiV Healthcare's Juluca shows sustained treatment effect in studies,?",[0.7243052  0.01627823 0.25941655],positive,0.708027
"Sangamo up 7% premarket on positive hemophilia A gene therapy data,?",[0.7961902  0.16425687 0.03955294],positive,0.63193333
"Constellation Pharma down 1% on CPI-1205 data,?",[0.0095604  0.97392863 0.01651097],negative,-0.9643682
"Filgotinib worth as much as $6/share to Gilead - Leerink,?",[0.04585509 0.10494391 0.849201  ],neutral,-0.059088815
"Trump reaches across the aisle on drug prices,?",[0.08864289 0.29083198 0.6205251 ],neutral,-0.20218909
"Ascendis Pharma up 2% on positive TransCon data,?",[0.8885218  0.08414605 0.02733218],positive,0.80437577
"Pfizer takes 15% stake in gene therapy developer Vivet Therapeutics,?",[0.04859538 0.03219629 0.91920835],neutral,0.016399093
"""Pfizer, Merck KGaA discontinue ovarian cancer drug trial"",?",[0.09673284 0.05575747 0.84750974],neutral,0.040975366
"Trump 2020 drug pricing initiatives - part 2,?",[0.05858786 0.01319763 0.92821455],neutral,0.04539023
"Trump aiming to rein in drug cost with range of proposals,?",[0.25155714 0.01099635 0.7374465 ],neutral,0.2405608
"FDA OKs Pfizer's Herceptin biosimilar,?",[0.08501815 0.41740996 0.4975719 ],neutral,-0.3323918
"Monthly two-drug HIV regimen on par with daily three-drug treatment,?",[0.58978736 0.01759628 0.39261636],positive,0.57219106
"Pfizer in-licenses diabetes candidate from AnTolRx,?",[0.05514124 0.0496017  0.89525706],neutral,0.0055395328
"Pfizer prices $5B debt offering,?",[0.04248676 0.05871119 0.8988021 ],neutral,-0.016224425
"Teva launches generic Flector Patch in U S ,?",[0.33568996 0.07813314 0.5861769 ],neutral,0.25755683
"European advisory group backs Pfizer's lorlatinib for certain type of lung cancer,?",[0.2032523  0.07926788 0.7174798 ],neutral,0.12398442
"Pfizer unit Meridian under civil investigation,?",[0.03030331 0.6874251  0.28227156],negative,-0.6571218
"Day of reckoning for Big Pharma,?",[0.12897174 0.03318313 0.83784515],neutral,0.09578861
"Study links Pfizer's Celebrex to heart valve problems,?",[0.04496766 0.5445614  0.4104709 ],negative,-0.49959373
"U S  healthcare spending to rise 5 5% per annum over next decade,?",[0.93548167 0.0123371  0.05218122],positive,0.9231446
"Intellipharmaceutics up 20% on FDA nod for generic Pristiq,?",[0.9152375  0.06099354 0.02376907],positive,0.85424393
"Maryland strikes out in reviving drug price-gouging law,?",[0.50890714 0.07255215 0.4185407 ],positive,0.436355
"EC OKs Pfizer Avastin biosimilar,?",[0.04006037 0.27714747 0.6827921 ],neutral,-0.2370871
"Merck's Keytruda tops Pfizer's Sutent in first-line kidney cancer,?",[0.08636749 0.58177996 0.3318526 ],negative,-0.49541247
"Lilly and Pfizer's tanezumab successful in late-stage back pain study,?",[0.88509786 0.01976941 0.09513264],positive,0.86532843
"FDA creates new accelerated review pathway for generic drug applications,?",[0.64949435 0.01183326 0.33867237],positive,0.6376611
"FDA grants accelerated review for Merck's application for Keytruda + Inlyta in first-line kidney cancer,?",[0.49362454 0.01967482 0.48670068],positive,0.47394973
"Keytruda combo therapies show positive effects in prostate cancer study,?",[0.49741408 0.02560307 0.47698292],positive,0.471811
"Merck's Keytruda trumps Opdivo + Yervoy in first-line kidney cancer; shares up 3%,?",[0.9153491  0.03342758 0.05122334],positive,0.8819215
"Boehringer Ingelheim teams up with IBM to explore use of blockchain in clinical trials,?",[0.65819544 0.01477881 0.3270257 ],positive,0.64341664
"Pfizer and Astellas' Xtandi successful in late-stage prostate cancer study,?",[0.19658142 0.01941209 0.7840065 ],neutral,0.17716934
"Bristol-Myers Opdivo + Yervoy shows sustained benefit in late-stage RCC study,?",[0.91539127 0.01982462 0.06478417],positive,0.89556664
"FDA accepts Pfizer's marketing application for Bavencio + Inlyta for RCC,?",[0.6001423  0.05730379 0.34255394],positive,0.5428385
"Pfizer recalls contaminated high blood pressure drug in Japan,?",[0.01266275 0.95482755 0.03250972],negative,-0.9421648
"Drug wholesalers/PBMs claw back from selloff from proposed elimination of rebates,?",[0.48686692 0.48629266 0.02684039],positive,0.00057426095
"European advisory group backs Pfizer's Vizimpro in lung cancer,?",[0.18400927 0.2033733  0.6126174 ],neutral,-0.01936403
"Tiny Israeli firm touts cancer cure,?",[0.11096476 0.17471549 0.7143197 ],neutral,-0.06375073
"""Pfizer beats Q4 consensus, shares down 3% premarket on soft guidance"",?",[0.01647641 0.9661266  0.01739692],negative,-0.9496502
"Pfizer and Lilly's tanezumab successful in second late-stage study,?",[0.91428006 0.02192799 0.06379201],positive,0.89235204
"""Pfizer beats by $0 01, beats on revenue"",?",[0.45120198 0.10060818 0.44818982],positive,0.3505938
"Pfizer Q4 2018 Earnings Preview,?",[0.04960933 0.1628637  0.78752697],neutral,-0.11325437
"Early Q4 reports weigh on large cap drug makers,?",[0.01702694 0.9430623  0.03991076],negative,-0.92603534
"Teva up 3% premarket on bullish call at UBS,?",[0.79727507 0.16994344 0.03278148],positive,0.6273316
"Aileron up 35% on advancement of ALRN-6924 + Ibrance study,?",[0.9261139  0.04872714 0.02515895],positive,0.87738675
"Hospitals squeezed by high drug costs,?",[0.01736939 0.9282488  0.05438172],negative,-0.91087943
"Biopharma firms under pressure on Brexit uncertainty,?",[0.02554046 0.90402794 0.07043155],negative,-0.87848747
"FDA to beef up cell and gene therapy staff,?",[0.08739396 0.80803335 0.10457266],negative,-0.7206394
"FDA Commish touts advances/successes,?",[0.0690129 0.1513903 0.7795968],neutral,-0.082377404
"Rep  Cummings opens investigation into drug prices,?",[0.05710393 0.20343022 0.7394659 ],neutral,-0.14632629
"FDA accepts Pfizer's tafamidis marketing application for rare heart disorder,?",[0.5054237  0.09419126 0.40038496],positive,0.41123247
"Dem lawmakers introduce bill to lower U S  drug prices,?",[0.3899921  0.21655986 0.39344808],neutral,0.17343223
"Amarin up 14% rekindled takeover chatter,?",[0.8399974  0.11104969 0.04895298],positive,0.7289477
"""FDA to """"take action"""" against branded drug makers using scare tactics to thwart biosimilar competition"",?",[0.16890626 0.22428153 0.60681224],neutral,-0.055375278
"Drug applications take back seat to safety surveillance at FDA during shutdown,?",[0.28142592 0.06187795 0.6566961 ],neutral,0.21954797
"Pfizer to shutter two plants in India,?",[0.01178997 0.95335937 0.03485069],negative,-0.9415694
"NantKwest launches mid-stage study of triplet therapy for rare skin cancer,?",[0.13368295 0.01440499 0.8519121 ],neutral,0.119277954
"Bristol-Myers Squibb may be takeover target after Celgene bid - Credit Suisse,?",[0.03949213 0.11868341 0.8418245 ],neutral,-0.07919128
"GSK chief Walmsley not finished with business shakeup,?",[0.03033832 0.6625002  0.30716154],negative,-0.63216186
"Pfizer launches pivotal study of alopecia areata candidate,?",[0.27034035 0.02023996 0.70941967],neutral,0.2501004
"Drug makers OK with price inclusion in TV ads if done fairly,?",[0.16820459 0.01973195 0.81206346],neutral,0.14847264
"Scorecard for the markets in 2018,?",[0.0380905  0.0438242  0.91808534],neutral,-0.005733695
"""Merck, Pfizer top Dow 2018 standings; Goldman Sachs slides to the bottom"",?",[0.0378437  0.8314235  0.13073282],negative,-0.7935798
"CNBC article highlights $35B market opportunity of NASH drugs,?",[0.34292352 0.01806774 0.63900876],neutral,0.32485577
"""Pfizer, Merck cancel avelumab study"",?",[0.04243025 0.15439346 0.80317634],neutral,-0.11196321
"Pfizer bails on mid-stage study of staph vaccine due to lack of efficacy,?",[0.01422696 0.9569293  0.02884368],negative,-0.94270235
"Pfizer's Xtandi successful in late-stage study of Xtandi in metastatic prostate cancer,?",[0.28413844 0.01973869 0.6961229 ],neutral,0.26439974
"Deciphera launches late-stage study of ripretinib in second-line GIST,?",[0.05588984 0.01034783 0.9337623 ],neutral,0.045542013
"Pfizer in Senate Democrat's crosshairs over Lyrica price hikes,?",[0.04359511 0.75736696 0.19903794],negative,-0.7137718
"""Glaxo, Pfizer to merge consumer health units"",?",[0.05862314 0.0212789  0.9200979 ],neutral,0.037344243
"Pfizer declares $0 36 dividend,?",[0.06608648 0.6104634  0.3234502 ],negative,-0.5443769
"Pfizer among those seen hiking payouts next week,?",[0.3701009  0.1804066  0.44949245],neutral,0.18969429
"Pfizer withdraws European marketing application for Humira biosimilar,?",[0.04461749 0.86073446 0.09464811],negative,-0.816117
"European advisory group backs Pfizer's Avastin biosimilar,?",[0.20215933 0.21508788 0.5827528 ],neutral,-0.0129285455
"Pfizer launches late-stage development of 20-valent pneumonia vaccine,?",[0.10616968 0.01217878 0.8816516 ],neutral,0.0939909
"""Senate Dems introduce bill to block """"excessive"""" increases in drug prices"",?",[0.06372407 0.4535793  0.48269662],neutral,-0.38985524
"Constellation Pharma advances clinical development of lead drug CPI-1205,?",[0.06673646 0.01385743 0.9194061 ],neutral,0.052879035
"Pfizer's Rituxan biosimilar successful in late-stage study; shares up 1% premarket,?",[0.9319547  0.02876302 0.03928233],positive,0.9031917
"Stocks waver ahead of Trump-Xi meeting at G-20,?",[0.01802243 0.93261635 0.04936123],negative,-0.91459394
"Pfizer secures Humira license from AbbVie,?",[0.7061141  0.02600295 0.26788297],positive,0.68011117
"Lundbeck and Otsuka's combo treatment for PTSD successful in mid-stage study,?",[0.75484246 0.02228554 0.22287205],positive,0.73255694
"Eyenovia's micro-dose latanoprost shows positive effect in mid-stage study,?",[0.88390094 0.03281883 0.08328026],positive,0.8510821
"Boehringer Ingelheim bails on biosimilars ex-U S ,?",[0.08550396 0.32268375 0.5918123 ],neutral,-0.23717979
"Takeda's Alunbrig OK'd in Europe for second-line lung cancer,?",[0.05741137 0.3300553  0.61253333],neutral,-0.27264392
"Pfizer's Lyrica nabs extra six months of pediatric exclusivity in U S ,?",[0.24295317 0.07552495 0.6815219 ],neutral,0.16742823
"Aileron up 14% on study collaboration with Pfizer,?",[0.9289033  0.04686957 0.02422716],positive,0.8820337
"FDA OKs Intellipharmaceutics' generic Effexor; shares up 14%,?",[0.9379446  0.02683488 0.03522043],positive,0.9111097
"ViiV Healthcare's HIV med Juluca OK'd in Japan,?",[0.05503506 0.41738534 0.52757955],neutral,-0.36235029
"SunTrust: Venclexta could add $1B+ for AbbVie,?",[0.59182227 0.01390932 0.39426845],positive,0.5779129
"Pfizer's Daurismo combo for elderly adults with AML gets FDA approval,?",[0.9250842  0.01780833 0.05710741],positive,0.90727586
"Pfizer's price hikes stokes drug distributors,?",[0.05251578 0.83463186 0.11285226],negative,-0.78211606
"Pfizer's Bavencio flunks late-stage ovarian cancer study,?",[0.04102806 0.6255027  0.33346924],negative,-0.5844746
"European advisory group backs ViiV Healthcare's Tivicay + lamivudine in HIV-1,?",[0.26449847 0.12054329 0.6149582 ],neutral,0.14395519
"Pfizer sells $523M stake in ICU Medical to C P  Pharmaceuticals,?",[0.03085576 0.06728429 0.90185994],neutral,-0.036428537
"""WSJ: Pfizer to reverse course, raise prices on 41 drugs"",?",[0.86903435 0.01770511 0.11326046],positive,0.85132927
"Pfizer loses Lyrica patent fight,?",[0.02279117 0.9075196  0.06968926],negative,-0.88472843
"Express Scripts launches new formulary aimed at reducing drug costs,?",[0.79577124 0.02592365 0.17830513],positive,0.7698476
"Nektar teams up with Pfizer on NKTR-214 combo therapies,?",[0.3008444  0.01182835 0.68732727],neutral,0.28901604
"Novartis backs away from U S  marketing application for Rituxan biosimilar,?",[0.03412062 0.91268635 0.05319294],negative,-0.8785657
"FDA OKs Pfizer's lorlatinib for lung cancer,?",[0.130232   0.34893188 0.5208361 ],neutral,-0.21869987
"Pfizer mulling sale of women's health products - Bloomberg,?",[0.0260696 0.0366208 0.9373096],neutral,-0.010551194
"FDA OKs genetic test to inform on drug metabolism,?",[0.08477455 0.02178529 0.8934402 ],neutral,0.062989265
"FDA OKs Merck's Keytruda + chemo for first-line lung cancer,?",[0.26376727 0.07970118 0.6565316 ],neutral,0.18406609
"Pfizer down 2% after Q3 revenue miss,?",[0.00953601 0.9765555  0.01390852],negative,-0.9670195
"Pfizer Q3 revenues up 1%; non-GAAP EPS up 16%; narrowed guidance range,?",[0.9408157  0.03327212 0.02591213],positive,0.90754354
"""Pfizer beats by $0 03, misses on revenue"",?",[0.23595765 0.4367884  0.32725388],negative,-0.20083076
"Novartis teams up with Pfizer in NASH,?",[0.10773386 0.01105969 0.88120645],neutral,0.096674174
"ViiV Healthcare's cabotegravir and rilpivirine regimen shows durable treatment effect in mid-stage HIV study,?",[0.5285279  0.02131515 0.45015693],positive,0.50721276
"Syndax Pharma down 25% on negative outcome of entinostat study,?",[0.00938942 0.9757447  0.01486588],negative,-0.9663553
"Trump mulling tieing U S  drug prices to Europe's,?",[0.09964583 0.30177897 0.5985752 ],neutral,-0.20213315
"""Pfizer, Eli Lilly say their non-opioid drug helps reduce osteoarthritis pain"",?",[0.29226577 0.02862133 0.6791129 ],neutral,0.26364443
"Pfizer and Bain Capital launch new biotech aimed at CNS therapies,?",[0.1220056  0.01086926 0.86712515],neutral,0.11113634
"Ibrance + Faslodex extends survival in late-stage breast cancer study,?",[0.885588   0.02552419 0.08888787],positive,0.8600638
"England's cost watchdog not on board with Lilly's Verzenio; shares down 1%,?",[0.00984063 0.96915734 0.02100212],negative,-0.95931673
