sentence,logit,prediction,sentiment_score
"""Drug shortages reflect """"broken market"""" - FDA"",?",[0.03655954 0.7459697  0.2174707 ],negative,-0.7094102
"Grand jury subpoenas in J&amp;J opioid probe,?",[0.03551918 0.43163896 0.5328419 ],neutral,-0.39611977
"J&amp;J mulling future of online contact lens service,?",[0.03887076 0.0304606  0.93066865],neutral,0.008410152
"Three top retailers pull 22-ounce J&amp;J Baby Powder off shelves,?",[0.01137355 0.9590872  0.02953933],negative,-0.9477137
"CVS reportedly removing J&amp;J Baby Powder 22 oz  from shelves amid recall,?",[0.0126479  0.96534204 0.02201009],negative,-0.9526941
"J&amp;J's proposed opioid settlement to cut Q3 profit by $3B,?",[0.01428403 0.97094935 0.01476663],negative,-0.95666534
"FDA OKs J&amp;J's Stelara for ulcerative colitis,?",[0.05284673 0.45659396 0.49055934],neutral,-0.40374723
"Huge opioid settlement hits late snag,?",[0.09367312 0.76182604 0.14450087],negative,-0.6681529
"J&amp;J recalls lot of Baby Powder on trace levels of asbestos,?",[0.03802132 0.44547766 0.516501  ],neutral,-0.40745634
"European advisory group backs J&amp;J antidepressant Spravato,?",[0.05627431 0.34124994 0.60247576],neutral,-0.28497565
"European advisory group backs expanded label for J&amp;J's Darzalex,?",[0.71933866 0.01758495 0.26307642],positive,0.70175374
"J&amp;J's Tremfya shows long-term benefit in late-stage psoriasis study,?",[0.78851086 0.01847262 0.19301654],positive,0.77003825
"Pelosi drug bill passes first House committee,?",[0.1061075  0.06412653 0.829766  ],neutral,0.041980974
"Johnson &amp; Johnson declares $0 95 dividend,?",[0.04219466 0.11214728 0.845658  ],neutral,-0.06995262
"UCB's bimekizumab successful in late-stage psoriasis study,?",[0.8760522  0.02558841 0.09835935],positive,0.8504638
"J&amp;J offers $4B opioid litigation settlement - WSJ,?",[0.30723557 0.04850853 0.6442559 ],neutral,0.25872704
"Opioid associated players up on improved settlement prospects,?",[0.89313066 0.06256995 0.04429944],positive,0.8305607
"Johnson &amp; Johnson sees $110M talc verdict overturned,?",[0.04049195 0.87292176 0.08658624],negative,-0.8324298
"Pelosi drug bill would save $345B - CBO,?",[0.5330992  0.10223491 0.36466596],positive,0.43086427
"J&amp;J gains on Q3 beat; guidance raised,?",[0.8726688  0.07605013 0.0512811 ],positive,0.7966187
"""Johnson &amp; Johnson EPS beats by $0 11, beats on revenue"",?",[0.16595975 0.05274571 0.7812945 ],neutral,0.11321404
"Earnings season kicks off,?",[0.30541772 0.24993758 0.4446447 ],neutral,0.055480137
"Johnson &amp; Johnson Q3 2019 Earnings Preview,?",[0.05531658 0.23629004 0.70839345],neutral,-0.18097346
"Congo to use J&amp;J Ebola vaccine to counter current outbreak,?",[0.32169136 0.02622395 0.6520847 ],neutral,0.2954674
"FDA OKs new use for J&amp;J's Xarelto,?",[0.12447379 0.07011402 0.8054122 ],neutral,0.05435977
"'Historically cheap' J&amp;J a buy - Bernstein,?",[0.07217843 0.12904292 0.79877865],neutral,-0.056864493
"Johnson &amp; Johnson to appeal $8B Risperdal judgement,?",[0.06647876 0.563712   0.3698092 ],negative,-0.49723324
"""J&amp;J must pay $8B in Risperdal case, jury says"",?",[0.03940777 0.74418455 0.21640769],negative,-0.70477676
"J&amp;J files U S  application for expanded use of Stelara,?",[0.05844649 0.0116667  0.9298869 ],neutral,0.04677979
"""Keytruda on path to become world's no  1 selling drug, research firm says"",?",[0.8617356  0.02003918 0.11822533],positive,0.8416964
"""JNJ pledges $500M, four-year investment to fight HIV, tuberculosis"",?",[0.8270797  0.01094761 0.16197261],positive,0.81613207
"J&amp;J's Janssen gets breakthrough designation for niraparib in prostate cancer,?",[0.88941395 0.02145875 0.08912724],positive,0.8679552
"Janssen files for new indication for Spravato,?",[0.15424494 0.07334064 0.77241445],neutral,0.080904305
"""J&amp;J opioid settlement should help return focus to fundamentals, analyst says"",?",[0.9078075  0.01397409 0.07821833],positive,0.89383346
"J&amp;J agrees to settlement with two Ohio counties ahead of opioid trial,?",[0.7455342  0.07724838 0.1772175 ],positive,0.6682858
"Drugmakers pursue new plan to wrap opioid suits,?",[0.2829396  0.01726142 0.699799  ],neutral,0.2656782
"Johnson &amp; Johnson discloses positive Invokana development,?",[0.22731853 0.01247745 0.760204  ],neutral,0.21484108
"J&amp;J's Erleada lowers risk of death in late-stage prostate cancer study,?",[0.67277783 0.0357842  0.29143795],positive,0.63699365
"USPTO to review validity of Imbruvica patent,?",[0.06333471 0.10705766 0.8296076 ],neutral,-0.04372295
"FDA OKs expanded use of J&amp;J's Darzalex,?",[0.62795866 0.02785813 0.34418318],positive,0.6001005
"Congo to deploy J&amp;J's Ebola vaccine,?",[0.09616691 0.06714915 0.8366839 ],neutral,0.029017754
"Drug makers up after McConnell thumbs down on Pelosi price pricing plan,?",[0.1654755  0.7373854  0.09713921],negative,-0.5719099
"FDA OKs Janssen Pharma's Erleada for mCSPC,?",[0.1538093  0.22098987 0.62520087],neutral,-0.067180574
"J&amp;J files U S  application for expanded use of Tremfya,?",[0.07021463 0.00715974 0.9226256 ],neutral,0.06305489
"""$8B in opioid damage demanded from J&amp;J, McKesson"",?",[0.05210907 0.8370622  0.11082873],negative,-0.7849531
"Purdue Pharma nearing partial settlement of opioid cases,?",[0.15654212 0.60818845 0.2352694 ],negative,-0.45164633
"Allergan and J&amp;J sue to block generic encroachment on IBS med Viberzi,?",[0.21884644 0.06565298 0.7155006 ],neutral,0.15319346
"Purdue Pharma in talks to settle DOJ opioid probes - WSJ,?",[0.20502117 0.1581294  0.63684946],neutral,0.04689178
"Feds grant $1 8B to fight opioid epidemic,?",[0.8857048  0.03282939 0.08146571],positive,0.8528754
"J&amp;J's Stelara OK'd in Europe for ulcerative colitis,?",[0.06391239 0.43615335 0.4999342 ],neutral,-0.37224096
"J&amp;J RSV vaccine nabs accelerated review status in U S ,?",[0.0661136  0.13986011 0.79402626],neutral,-0.07374651
"Moody's softens outlook on J&amp;J after OK opioid ruling,?",[0.02812445 0.91617906 0.05569643],negative,-0.8880546
"Arrowhead earns $25M from Janssen on launch of ARO-HBV study,?",[0.6415376  0.05271823 0.30574414],positive,0.5888194
"Opioid-related stocks under pressure on perceived financial risk after J&amp;J verdict,?",[0.0187154  0.9456594  0.03562514],negative,-0.926944
"Everyday Health acquires Babycenter,?",[0.05625793 0.02304206 0.92069995],neutral,0.033215865
"J&amp;J opioid ruling a relief for shareholders but others may not benefit - WSJ,?",[0.2751576  0.12854129 0.59630114],neutral,0.14661631
"J&amp;J gains after opioid ruling,?",[0.82133347 0.1369747  0.04169176],positive,0.6843588
"Johnson and Johnson opioid ruling expected today,?",[0.04269658 0.20313403 0.7541694 ],neutral,-0.16043745
"J&amp;J's Darzalex OK'd in Japan for first-line multiple myeloma,?",[0.06112318 0.09518383 0.84369296],neutral,-0.034060657
"ViiV and Janssen announce positive data on long-acting HIV doublet therapy,?",[0.89698315 0.03254483 0.07047202],positive,0.8644383
"J&amp;J to hear judgement in OK opioid case Monday,?",[0.07533275 0.4119101  0.5127572 ],neutral,-0.33657736
"FDA OKs AbbVie's Rinvoq rheumatoid arthritis; shares up 2%,?",[0.9234203  0.03825508 0.03832455],positive,0.8851652
"Expanded use of J&amp;J's Imbruvica OK'd in Europe,?",[0.7441172  0.00782536 0.24805745],positive,0.7362918
"Lilly's Taltz beats J&amp;J's Tremfya in post-market psoriasis study,?",[0.05219448 0.09523492 0.85257053],neutral,-0.043040432
"FDA OKs use of J&amp;J's Situro for younger TB patients,?",[0.10243454 0.29850534 0.5990601 ],neutral,-0.19607079
"J&amp;J says jury rejects baby powder/cancer claim,?",[0.02614223 0.86414444 0.10971341],negative,-0.8380022
"Final briefs in Oklahoma opioid lawsuit,?",[0.03346881 0.11987361 0.8466576 ],neutral,-0.0864048
"Trump readies plan to allow drug imports from Canada,?",[0.23189089 0.02099379 0.7471153 ],neutral,0.2108971
"ViiV Healthcare files European application for HIV doublet therapy,?",[0.27937853 0.01771271 0.7029087 ],neutral,0.26166582
"Drug pricing bill passes Senate committee,?",[0.09736327 0.0569513  0.8456854 ],neutral,0.040411968
"European advisory group backs J&amp;J's Stelara for ulcerative colitis,?",[0.07850624 0.32495767 0.59653616],neutral,-0.24645144
"J&amp;J's ponesimod successful in late-stage MS study,?",[0.82438356 0.02134069 0.15427576],positive,0.8030429
"Amarin up 3% premarket on draft ICER report confirming Vascepa value,?",[0.8988597  0.07214216 0.0289981 ],positive,0.8267175
"Next courtroom battle for Johnson &amp; Johnson,?",[0.0348957  0.1436426  0.82146174],neutral,-0.10874691
"J&amp;J files application in Europe for subcutaneous Darzalex,?",[0.05130659 0.02396583 0.92472756],neutral,0.027340762
"JNJ +1% premarket on Q2 beat; revenue guidance raised,?",[0.8982098  0.06087433 0.04091583],positive,0.83733547
"""Johnson &amp; Johnson EPS beats by $0 14, beats on revenue"",?",[0.18030813 0.06261175 0.7570801 ],neutral,0.11769638
"Legal battles in focus as J&amp;J reports results,?",[0.04329477 0.3273152  0.62939   ],neutral,-0.28402042
"Johnson &amp; Johnson Q2 2019 Earnings Preview,?",[0.05558894 0.23736648 0.70704454],neutral,-0.18177754
"Johnson &amp; Johnson declares $0 95 dividend,?",[0.04219464 0.11214728 0.845658  ],neutral,-0.06995264
"Janssen files U S  application for subcutaneous Darzalex,?",[0.04223791 0.22811726 0.72964483],neutral,-0.18587935
"J&amp;J down 5% on criminal probe into baby powder asbestos claims,?",[0.01006657 0.97386235 0.01607109],negative,-0.9637958
"J&amp;J to launch study of HIV vaccine this year,?",[0.17632662 0.0111294  0.812544  ],neutral,0.16519722
"Big Biopharma in the red as investors wait for Trump's drug price plan,?",[0.12227994 0.30262405 0.575096  ],neutral,-0.1803441
"FDA accepts Sanofi's isatuximab application for multiple myeloma,?",[0.6882338  0.07814091 0.23362532],positive,0.6100929
"Drug makers perk up on block of price disclosures in TV ads,?",[0.5814777  0.19793846 0.22058386],positive,0.38353926
"Vaxart up 11% premarket on Janssen deal for oral flu vaccine,?",[0.86519945 0.1032343  0.03156625],positive,0.76196516
"J&amp;J's Darzalex shows treatment effect in mid-stage study in certain MM patients,?",[0.16959412 0.03529802 0.79510784],neutral,0.1342961
"Biotechs and biopharmas under pressure ahead of Trump order on drug prices,?",[0.02890452 0.8849845  0.08611099],negative,-0.85608
"Drug stocks slip after Trump talks up `favored nations' plan,?",[0.03068205 0.93824273 0.03107514],negative,-0.9075607
"U S  drugmakers institute new round of increases,?",[0.56877416 0.02739524 0.40383062],positive,0.5413789
"Amgen withdraws European application for Remicade biosimilar,?",[0.11126706 0.7970331  0.09169982],negative,-0.685766
"FDA OKs J&amp;J's Darzalex in first-line multiple myeloma,?",[0.07439379 0.2091739  0.7164323 ],neutral,-0.13478011
"Healthcare stocks under pressure ahead of Dem debate,?",[0.02818133 0.884058   0.08776066],negative,-0.8558767
"Pharma players in green on AbbVie/Allergan deal,?",[0.03242384 0.07224407 0.8953321 ],neutral,-0.03982023
"Motus GI makes two senior management hires,?",[0.05156304 0.21959606 0.72884095],neutral,-0.16803302
"Janssen Tremfya for psoriatic arthritis meets primary endpoints,?",[0.44757506 0.02524671 0.52717817],neutral,0.42232835
"J&amp;J and Colgate-Palmolive on short end of talc verdict,?",[0.05234501 0.35889056 0.5887644 ],neutral,-0.30654556
"J&amp;J's Invokana shows CV benefit in type 2 diabetics with kidney disease,?",[0.72634614 0.02211947 0.2515344 ],positive,0.7042267
"Genmab inks deal with J&amp;J for next-gen anti-CD38 antibody,?",[0.28516722 0.02536806 0.68946475],neutral,0.25979915
"FDA Ad Com tomorrow on utility of higher-dose opioids,?",[0.09160742 0.02981051 0.878582  ],neutral,0.061796915
"J&amp;J files marketing app in Europe for expanded use of Erleada,?",[0.1567715  0.00705833 0.8361702 ],neutral,0.14971317
"Talc case in California against J&amp;J and Colgate-Palmolive winding down,?",[0.02046257 0.8582822  0.12125534],negative,-0.83781964
"J&amp;J nabs accelerated review for U S  application for Darzalex combo for certain multiple myeloma patients,?",[0.13297044 0.02060973 0.8464198 ],neutral,0.112360716
"J&amp;J down 6% on Oklahoma opioid litigation,?",[0.01004366 0.9739067  0.01604966],negative,-0.963863
"J&amp;J's Tremfya self-injection device OK'd in Canada,?",[0.04014736 0.09098174 0.8688709 ],neutral,-0.050834376
"Oklahoma opioid claims cost Teva $85M,?",[0.01712204 0.9130233  0.06985459],negative,-0.89590126
"J&amp;J nabs accelerated review in U S  for expanded label for Invokana,?",[0.65148336 0.0151457  0.33337086],positive,0.63633764
"""J&amp;J loses talc case in NY, ordered to pay $25M"",?",[0.01899285 0.933395   0.0476121 ],negative,-0.9144022
"J&amp;J recalls certain surgical staplers due to potential failure,?",[0.0217514  0.8378023  0.14044623],negative,-0.8160509
"""FBI targeting J&amp;J, Siemens, GE and Philips in Brazil graft case - Reuters"",?",[0.02896187 0.6316998  0.3393383 ],negative,-0.6027379
"NeuClone to launch clinical development of Stelara biosimilar,?",[0.05196416 0.01106528 0.93697053],neutral,0.04089888
"J&amp;J to review key priorities in today's pharma business review,?",[0.0849695  0.00812988 0.90690064],neutral,0.07683962
"""Minerva down 11% premarket on """"successful"""" study of seltorexant in MDD"",?",[0.01535641 0.9729504  0.01169324],negative,-0.957594
"FDA finalizes guidance on interchangeable biosimilars,?",[0.10185465 0.00869719 0.88944817],neutral,0.09315746
"Takeda to divest two products for up to $5 7B; shares up 4% after hours,?",[0.90756303 0.05203184 0.04040519],positive,0.8555312
"Protagonist expands PTG-200 deal with Janssen; shares up 13%,?",[0.93567926 0.02948931 0.03483147],positive,0.9061899
"Drug makers to face added pricing pressure in Canada under new proposal - Reuters,?",[0.7122327  0.16497713 0.12279012],positive,0.5472556
"Drug makers to disclose prices in TV ads as early as this summer,?",[0.03426062 0.41447988 0.5512595 ],neutral,-0.38021928
"AstraZeneca's Calquence successful in late-stage leukemia study,?",[0.9093874  0.02012602 0.07048652],positive,0.88926136
"J&amp;J to pay $1B to settle bulk of litigation over all-metal hips,?",[0.13695747 0.31668314 0.54635936],neutral,-0.17972568
"FDA OKs AstraZeneca's combo pill for T2D,?",[0.18226689 0.14535795 0.6723752 ],neutral,0.03690894
"Lannett to launch generic Concerta; shares up 2% premarket,?",[0.9150809  0.03738762 0.04753141],positive,0.8776933
"Janssen files U S  application for expanded use of Erleada,?",[0.09758931 0.01920934 0.8832014 ],neutral,0.078379974
"ViiV files U S  application for two-drug combo for HIV,?",[0.11609373 0.02837515 0.8555311 ],neutral,0.087718576
"Johnson &amp; Johnson declares $0 95 dividend,?",[0.04219466 0.11214728 0.845658  ],neutral,-0.06995262
"Arrowhead nabs $25M milestone from Janssen on advancement of ARO-HBV,?",[0.6732004  0.02727763 0.29952186],positive,0.6459228
"Pfizer and BMY's Eliquis beating J&amp;J and Bayer's Xarelto,?",[0.06008721 0.71636724 0.22354555],negative,-0.65628004
"UroGen up 2% premarket on Janssen partnership,?",[0.8694266  0.09903167 0.03154167],positive,0.7703949
"Drugmaker selloff intensifies on D C  pricing headwinds,?",[0.03148921 0.9244717  0.04403913],negative,-0.8929825
"Hospital operators in health insurer/managed care downdraft,?",[0.01901246 0.89877415 0.08221329],negative,-0.8797617
"FDA orders removal of vaginal mesh devices from U S ,?",[0.05354004 0.6799077  0.26655227],negative,-0.6263676
"JNJ up 1% premarket on Q1 beat,?",[0.8868505  0.08621157 0.026938  ],positive,0.8006389
"""Johnson &amp; Johnson beats by $0 06, beats on revenue"",?",[0.24050991 0.04880301 0.7106871 ],neutral,0.1917069
"Johnson &amp; Johnson Q1 2019 Earnings Preview,?",[0.05676374 0.22514342 0.7180928 ],neutral,-0.16837968
"J&amp;J's Invokana shows positive effect in CKD patients with type 2 diabetes,?",[0.88813996 0.02948742 0.08237258],positive,0.85865253
"FDA OKs J&amp;J's Balversa for bladder cancer,?",[0.05432792 0.16811074 0.7775613 ],neutral,-0.11378282
"Arrowhead's RNAi therapeutic shows positive effect in hepatitis B study,?",[0.85073733 0.02757704 0.12168559],positive,0.8231603
"J&amp;J's Symtuza shows long-term effect in late-stage HIV study,?",[0.18881762 0.03777693 0.7734055 ],neutral,0.15104069
"Alkermes' Aristada on par with J&amp;J's Invega Sustenna in schizophrenia study,?",[0.18035981 0.0283292  0.7913109 ],neutral,0.15203062
"Immunomedics to co-promote erdafitinib with Janssen in U S ,?",[0.16328889 0.01365712 0.82305396],neutral,0.14963177
"J&amp;J completes divestiture of ASP to Fortive,?",[0.04303914 0.13186942 0.8250914 ],neutral,-0.08883028
"Constellation Pharma down 1% on CPI-1205 data,?",[0.00956039 0.97392863 0.01651097],negative,-0.9643682
"J&amp;J baby shampoo samples fail Indian quality test,?",[0.02720394 0.93948364 0.03331244],negative,-0.9122797
"Filgotinib worth as much as $6/share to Gilead - Leerink,?",[0.04585509 0.10494391 0.849201  ],neutral,-0.059088815
"J&amp;J files U S  application for expanded use of Invokana,?",[0.07919101 0.00826652 0.9125425 ],neutral,0.07092449
"J&amp;J: No settlement program for Baby Powder cases,?",[0.04869703 0.12203711 0.82926583],neutral,-0.07334007
"J&amp;J prevails in NJ talc case,?",[0.12434845 0.29455733 0.58109415],neutral,-0.17020887
"J&amp;J files European application for expanded use of Darzalex,?",[0.22276545 0.00735839 0.7698761 ],neutral,0.21540706
"Trump reaches across the aisle on drug prices,?",[0.08864289 0.29083198 0.6205251 ],neutral,-0.20218909
"J&amp;J files U S  marketing application for expanded use of Darzalex,?",[0.03688585 0.0155523  0.94756186],neutral,0.021333555
"J&amp;J antihistamine-releasing contact lens successful in late-stage studies,?",[0.8307344  0.01498135 0.15428422],positive,0.81575304
"Legal battle against opioid crisis heats up,?",[0.19258267 0.25021613 0.5572012 ],neutral,-0.05763346
"Bayer and J&amp;J to settle Xarelto suits for $775M,?",[0.07266793 0.08916138 0.83817065],neutral,-0.016493455
"VA to offer J&amp;J's Spravato to veterans with depression,?",[0.4722456  0.03224875 0.4955057 ],neutral,0.43999684
"J&amp;J files European marketing application for expanded use of Darzalex,?",[0.06055549 0.01014967 0.9292948 ],neutral,0.05040582
"Johnson &amp; Johnson bails on top candidate from $1 75B Alios Pharma buy,?",[0.6683287  0.19459638 0.13707493],positive,0.47373232
"FDA Ad Com approaches on breast implant safety,?",[0.03635833 0.03754422 0.9260974 ],neutral,-0.0011858903
"FDA warns J&amp;J and Sientra over lack of valid post-market studies,?",[0.01575578 0.95859903 0.02564526],negative,-0.94284326
"Open-label study affirms treatment benefit of Actelion's Opsumit,?",[0.28956944 0.04303617 0.6673944 ],neutral,0.24653326
"J&amp;J dips on latest jury talc award,?",[0.03256059 0.91254634 0.05489307],negative,-0.87998575
"Johnson &amp; Johnson files U S  marketing application for expanded use of Darzalex,?",[0.06302048 0.00727983 0.9296997 ],neutral,0.055740647
"Trump 2020 drug pricing initiatives - part 2,?",[0.05858786 0.01319763 0.92821455],neutral,0.04539023
"Trump aiming to rein in drug cost with range of proposals,?",[0.25155714 0.01099635 0.7374465 ],neutral,0.2405608
"Realogy Holdings gets CFO from J&amp;J,?",[0.04906476 0.40651602 0.5444193 ],neutral,-0.35745126
"J&amp;J's Stelara shows positive action in late-stage UC study,?",[0.72626823 0.03178768 0.24194406],positive,0.69448054
"Monthly two-drug HIV regimen on par with daily three-drug treatment,?",[0.58978736 0.01759628 0.39261636],positive,0.57219106
"FDA OKs J&amp;J's esketamine nasal spray for depression,?",[0.05427254 0.15529773 0.7904298 ],neutral,-0.10102518
"""Novartis sues J&amp;J over """"misleading"""" Tremfya data"",?",[0.02725499 0.78489393 0.18785106],negative,-0.75763893
"J&amp;J resumes baby powder production in India after no asbestos found,?",[0.02852065 0.9036586  0.06782077],negative,-0.875138
"J&amp;J teams up with AdoRx in lung cancer,?",[0.41775152 0.02496969 0.5572788 ],neutral,0.39278182
"FDA OKs patient-controlled injector formulation of J&amp;J's Tremfya,?",[0.05817653 0.08808669 0.8537368 ],neutral,-0.029910166
"Pharma chiefs defend merits of current system on innovation at Senate hearing,?",[0.34418508 0.10217886 0.553636  ],neutral,0.24200623
"Day of reckoning for Big Pharma,?",[0.12897174 0.03318313 0.83784515],neutral,0.09578861
"J&amp;J eyes Missouri Supreme Court ruling,?",[0.03937974 0.26548105 0.69513917],neutral,-0.22610131
"U S  healthcare spending to rise 5 5% per annum over next decade,?",[0.93548167 0.0123371  0.05218122],positive,0.9231446
"Johnson &amp; Johnson receives federal subpoenas,?",[0.04741442 0.06845094 0.8841347 ],neutral,-0.021036517
"Maryland strikes out in reviving drug price-gouging law,?",[0.50890714 0.07255215 0.4185407 ],positive,0.436355
"FDA finalizes guidance for expedited review of cell and gene therapy applications,?",[0.11898839 0.00996732 0.87104434],neutral,0.10902107
"FDA creates new accelerated review pathway for generic drug applications,?",[0.64949435 0.01183326 0.33867237],positive,0.6376611
"J&amp;J's niraparib shows positive action in mid-stage prostate cancer study,?",[0.6695071  0.03114755 0.2993453 ],positive,0.63835955
"J&amp;J supplier seeks bankruptcy over talc lawsuits,?",[0.01955397 0.8120951  0.16835095],negative,-0.79254115
"Johnson &amp; Johnson to acquire Auris Health for $3 4B,?",[0.03524532 0.022518   0.9422367 ],neutral,0.012727322
"FDA Ad Com backs J&amp;J's esketamine nasal spray antidepressant,?",[0.04703951 0.27177334 0.68118715],neutral,-0.22473383
"FDA OKs split-dosing regimen for J&amp;J's Darzalex,?",[0.05626743 0.04197752 0.90175503],neutral,0.014289901
"FDA Ad Com tomorrow for J&amp;J's esketamine nasal spray,?",[0.03580121 0.09618019 0.86801857],neutral,-0.060378976
"J&amp;J to begin giving drug pricing in TV ads,?",[0.1520172  0.00728139 0.84070146],neutral,0.14473581
"FDA finalizes guidance for developing meds for opioid dependence,?",[0.16509919 0.01138334 0.82351744],neutral,0.15371585
"JNJ's TECNIS Eyhance IOL available in Europe,?",[0.0328426  0.06139867 0.9057587 ],neutral,-0.028556075
"Morphosys settles patent dispute with Janssen and Genmab,?",[0.07657284 0.76342064 0.16000648],negative,-0.6868478
"Drug wholesalers/PBMs claw back from selloff from proposed elimination of rebates,?",[0.48686692 0.48629266 0.02684039],positive,0.00057426095
"MeiraGTx teams up with Janssen to develop gene therapies for inherited retinal disorders,?",[0.6693111  0.01307846 0.31761044],positive,0.65623266
"Sri Lanka halts imports of J&amp;J Baby Powder,?",[0.01544129 0.9210131  0.06354554],negative,-0.9055718
"TG Therapeutics up 7% premarket on positive TG-1101/TGR-1202 data,?",[0.918876   0.0563465  0.02477751],positive,0.8625295
"Johnson &amp; Johnson's Erleada successful in late-stage metastatic prostate cancer study,?",[0.30111185 0.01801883 0.68086934],neutral,0.28309304
"FDA OKs patient-controller injector for J&amp;J's Tremfya,?",[0.04970608 0.10310721 0.8471867 ],neutral,-0.05340113
"Tiny Israeli firm touts cancer cure,?",[0.11096476 0.17471549 0.7143197 ],neutral,-0.06375073
"FDA OKs new use for AbbVie's Imbruvica,?",[0.17756991 0.06269807 0.759732  ],neutral,0.114871845
"Early Q4 reports weigh on large cap drug makers,?",[0.01702692 0.9430623  0.03991074],negative,-0.9260354
"Philogen stacking up collaborations,?",[0.04141077 0.03821884 0.92037034],neutral,0.0031919293
"J&amp;J settles hip implant litigation with 45 states for $120M,?",[0.08817855 0.17531654 0.7365049 ],neutral,-0.08713799
"J&amp;J initiates U S  filing for expanded use of daratumumab,?",[0.17778489 0.0384921  0.783723  ],neutral,0.13929279
"JNJ up 1% premarket on strong Q4,?",[0.81010044 0.15798023 0.03191933],positive,0.65212023
"""Johnson &amp; Johnson beats by $0 02, beats on revenue"",?",[0.23514934 0.05140619 0.7134445 ],neutral,0.18374315
"AbbVie's Imbruvica flunks late-stage pancreatic cancer study,?",[0.0392661 0.5891482 0.3715857],negative,-0.5498821
"Study links opioid prescriptions to marketing spend,?",[0.05085448 0.01524975 0.9338958 ],neutral,0.035604734
"Janssen expands Tremfya development into ulcerative colitis,?",[0.15268947 0.03405068 0.81325984],neutral,0.11863878
"J&amp;J teams up with Apple in heart health program,?",[0.803098   0.01473456 0.1821674 ],positive,0.78836346
"Hospitals squeezed by high drug costs,?",[0.01736939 0.9282488  0.05438172],negative,-0.91087943
"Biopharma firms under pressure on Brexit uncertainty,?",[0.02554046 0.90402794 0.07043155],negative,-0.87848747
"J&amp;J's Erleada OK'd in Europe for certain prostate cancer patients,?",[0.04553108 0.03673523 0.91773367],neutral,0.0087958425
"Massachusetts AG after Purdue Pharma owners for role in opioid crisis,?",[0.03088357 0.8942636  0.07485282],negative,-0.8633801
"FDA to beef up cell and gene therapy staff,?",[0.08739396 0.80803335 0.10457266],negative,-0.7206394
"FDA Commish touts advances/successes,?",[0.0690129 0.1513903 0.7795968],neutral,-0.082377404
"Rep  Cummings opens investigation into drug prices,?",[0.05710393 0.20343022 0.7394659 ],neutral,-0.14632629
"Dem lawmakers introduce bill to lower U S  drug prices,?",[0.3899921  0.21655986 0.39344808],neutral,0.17343223
"J&amp;J completes acquisition of Ci:z Holdings shares,?",[0.05090714 0.04795166 0.90114117],neutral,0.0029554777
"Johnson &amp; Johnson boosts prices on top-selling drugs,?",[0.9261775  0.01749915 0.05632341],positive,0.90867835
"""FDA to """"take action"""" against branded drug makers using scare tactics to thwart biosimilar competition"",?",[0.16890626 0.22428153 0.60681224],neutral,-0.055375278
"Drug applications take back seat to safety surveillance at FDA during shutdown,?",[0.28142592 0.06187795 0.6566961 ],neutral,0.21954797
"Halozyme presents 2019 outlook at JPM19; shares up 2%,?",[0.9312336  0.02562943 0.04313705],positive,0.9056041
"EUSA Pharma acquires global rights to SYLVANT,?",[0.14440283 0.00636344 0.8492337 ],neutral,0.1380394
"Latest trial over J&amp;J's talc-based products,?",[0.04149151 0.02274579 0.9357627 ],neutral,0.01874572
"Veracyte teams up with J&amp;J in lung cancer; shares up 2%,?",[0.9127573  0.0145113  0.07273141],positive,0.898246
"J&amp;J teams up with Locus Biosciences to develop CRISPR-based therapies for infections,?",[0.6644503  0.01171507 0.3238347 ],positive,0.65273523
"J&amp;J's India sales dip 3% in 2017/18,?",[0.02507496 0.9492671  0.02565793],negative,-0.92419213
"Drug makers OK with price inclusion in TV ads if done fairly,?",[0.16820462 0.01973196 0.81206346],neutral,0.14847267
"Johnson &amp; Johnson declares $0 90 dividend,?",[0.04297697 0.10344627 0.8535767 ],neutral,-0.060469303
"""Merck, Pfizer top Dow 2018 standings; Goldman Sachs slides to the bottom"",?",[0.0378437  0.8314235  0.13073282],negative,-0.7935798
"Indian regulator issues Baby Powder order to J&amp;J,?",[0.06302298 0.587701   0.349276  ],negative,-0.52467805
"J&amp;J files U S  marketing application for expanded use for Stelara,?",[0.03654107 0.01822106 0.9452379 ],neutral,0.018320013
"J&amp;J loses bid to reverse $4 7B award to baby powder plaintiffs; shares down 1%,?",[0.01152512 0.9730839  0.01539097],negative,-0.9615588
"Indian drug inspectors seize J&amp;J baby powder,?",[0.01646488 0.9116903  0.07184488],negative,-0.8952254
"Indian regulator &quot;considering&quot; inquiry into J&amp;J's baby powder,?",[0.02930702 0.06419297 0.90650004],neutral,-0.034885943
"Stocks gain strongly after blue Monday,?",[0.84233594 0.1136557  0.04400836],positive,0.72868025
"Johnson &amp; Johnson OK's $5B stock buyback program,?",[0.10649949 0.00911994 0.8843806 ],neutral,0.09737954
"""J&amp;J chief Gorsky defends talc powder; shares remain under pressure, down 4%"",?",[0.01144363 0.97333366 0.01522276],negative,-0.96189004
"Amgen submits U S  marketing application for Remicade biosimilar,?",[0.11985691 0.01241358 0.8677295 ],neutral,0.107443325
"J&amp;J extends baby powder crisis slump,?",[0.02252249 0.87954247 0.09793497],negative,-0.85701996
"J&amp;J: Reuters story 'false',?",[0.01793896 0.9102397  0.07182141],negative,-0.8923007
"Sell-siders defend Johnson &amp; Johnson,?",[0.03886646 0.16319804 0.7979355 ],neutral,-0.12433158
