date,title
2020-06-01,Trio of P&G alums form BayerÃ¢?Âs new leadership team
2020-06-01,What P&G got rightÃ¢?Âand wrongÃ¢?Âin its diversity push
2020-06-01,Where Will Procter & Gamble Be in 5 Years?
2020-06-01,"P&G ramps up to meet Ã¢?Âstrong demand,' CFO says"
2020-06-01,P&G and Shopee Drive Record Sales at First-Ever ...
2020-06-01,CanÃ¢?Ât Cancel Pride: P&G and iHeartRadio to Hold Joint Event for Covid-19 Relief
2020-06-01,Procter & Gamble moves 'Queen Collective' multicultural films ...
2020-06-01,Powerful P&G Ad Implores White America to Step Up and Help Stamp Out Racism
2020-06-01,P&G's 'Responsible Beauty' Platform - HAPPI
2020-06-01,"Buy Proctor & Gamble Health, target price Rs 5,090: ICICI Direct"
2020-06-01,"P&GÃ¢?Âs CEO shares leadership tips on wearing a mask, staying in shape"
2020-06-01,P&G: The Pause | Creative Works
2020-06-01,P&GÃ¢?Âs chief brand officer describes advertising epiphany
2020-06-01,UPDATE 1-P&G says will not disclose advertising decisions as Facebook ad boycott grows
2020-06-01,P&G Pledges $5M To Organizations Fighting For Black Justice ...
2020-06-01,P&G Faces Trial in Case Over Hiring Policy for Non-Citizens (2)
2020-07-01,MASK ON Campaign Launches with Help from P&G
2020-07-01,P&G urged to match best in class to avoid 'greenwash' label
2020-07-01,Procter & Gamble and the IOC Announce an Extension to ...
2020-07-01,"P&G, You Can't Outsource Sustainability"
2020-07-01,Shifting consumer habits send P&G shares to record high
2020-07-01,Google Cloud Helps Power More Personalized Experience for ...
2020-07-01,P&G forecasts higher profit as pandemic drives cleaning boom
2020-07-01,P&G Declares Quarterly Dividend
2020-07-01,Can The New Way Of Working Change The Game For Gender Equality?
2020-07-01,P&G has highest rate of women inventors in U.S.
2020-07-01,P&G pitch contest won by maker of Ã¢?Âvirtual stress reliefÃ¢?Â product
2020-07-01,P&G urges shareholders to reject offer to buy stock
2020-07-01,P&G advertising morphs into movie making
2020-07-01,Procter & Gamble's annual profit soars more than 200%
2020-07-01,P&G executive named Ã¢?Âmost powerful player in PRÃ¢?Â
2020-07-01,EXCLUSIVE: P&G alum launches local biotech firm to combat cancer
2020-07-01,Masked CEO David Taylor reflects on P&GÃ¢?Âs success amid pandemic
2020-07-01,P&G Paves Path For Meaningful Virtual Internship Experience
2020-07-01,Former P&G brand manager hired as CEO of plant-based food firm
2020-07-01,P&G launches new diapers for premature babies - Cincinnati ...
2020-07-01,P&G plays climate-change catch up but critics say worrisome tree-to-toilet pipeline has to go
2020-07-01,P&G virtual summit to feature Silicon Valley heavyweights Ã¢?Â and OhioÃ¢?Âs governor
2020-07-01,"P&G launches Ã¢?ÂMasks On, OhioÃ¢?Â campaign in partnership with Gov. Mike DeWine"
2020-07-01,P&G sales rise steadily through COVID-19 pandemic
2020-07-01,P&G reportedly bypassing media agencies on TV ad deals
2020-07-01,P&G helps women-owned businesses reopen amid pandemic
2020-07-01,P&G expands sponsorship of Olympics: VIDEO
2020-07-01,"P&G extends Olympic sponsorship, focusing on equality drive"
2020-07-01,Former P&G executive tapped as operations chief for rival LÃ¢?ÂOrÃÂ©al
2020-07-01,P&G named 'brand marketer of decade' for cool commercials: VIDEO
2020-07-01,"Procter & Gamble Spearheads 'Mask On, Ohio' Campaign In ..."
2020-07-01,Fifth Third adds former P&G diversity expert to board
2020-07-01,Procter & Gamble makes ecommerce a big priority
2020-07-01,Procter & Gamble Starts to Strike Deals in TVÃ¢?Âs Upfront Market
2020-07-01,"Procter & Gamble is sitting out the Facebook boycott, and ..."
2020-07-01,P&G takes on Colgate in Federal Court over Optic White claims
2020-07-01,Procter & Gamble Reports Earnings Tomorrow. HereÃ¢?Âs What to Expect.
2020-07-01,"Imagine Documentaries, P&G to co-produce Ã¢?ÂMars 2080Ã¢?Â³"
2020-07-01,P&G helps women in STEM return to their careers
2020-07-01,"Stocks making the biggest moves in the premarket: Procter & Gamble, Comcast, UPS, Cigna & more"
2020-07-01,Healium adapts VR to needs of COVID 'stress olympics ...
2020-07-01,"P&G Says Hotel Guests, Diners Reassured By Its 'Trusted ..."
2020-07-01,Procter & Gamble Urges Shareholders to Reject Mini-Tender Offer
2020-07-01,P&G Reports Fourth Quarter And Year-End Results
2020-07-01,ACROFAN
2020-07-01,UPDATE 1-P&G says will not disclose advertising decisions as Facebook ad boycott grows
2020-07-01,Procter & Gamble Earnings: What to Watch on Thursday
2020-08-01,Procter & Gamble Hits All-Time High After Earnings Beat
2020-08-01,Flushing Forests Is Risky Business for P&G
2020-08-01,NAD Urges P&G to Clean Up Detergent Claims
2020-08-01,Procter & Gamble Stock Looks Overvalued
2020-08-01,EY and Procter & Gamble team up on supply chain offering
2020-08-01,P&G Q4 results: Net profit up 14% to Rs 69.21 crore
2020-08-01,"P&G names Victor Aguilar chief research, development and innovation officer, replacing retiring Kathy Fish"
2020-08-01,P&G urges shareholders to reject Mason Bell's second mini-tender offer that undervalues stock
2020-08-01,P&G adds thousands of workers
2020-08-01,P&G stock hits all-time high as CEO David Taylor recruits top college students via virtual camp
2020-08-01,P&G CEO David Taylor sells $3.6 million in stock
2020-08-01,P&G names Monica Turner president of North America sales
2020-08-01,P&G adds former chief executive of BET Networks Debra Lee to board
2020-08-01,P&G CEO David Taylor's pay increased $2.5 million in 2019-20 fiscal year
2020-08-01,P&G to sell off more of GilletteÃ¢?Âs South Boston campus
2020-08-01,P&G HygieneÃ¢?Âs Q1FY21 earnings offer comfort; valuations do not
2020-08-01,Procter & Gamble alum Linda Rendle named next CEO of Clorox
2020-08-01,Trian Fund Management cut stakes in P&G and other big holdings in second quarter: filing
2020-08-01,"Now that Apple is splitting its stock, will P&G follow?"
2020-08-01,Procter & Gamble Brings Relief to Residents Affected by ...
2020-08-01,P&G releases $230 toothbrush with built-in Alexa speaker
2020-08-01,P&G hikes adspend 8% to $7.33bn in first increase for four years
2020-08-01,Clorox and P&G struggle to meet COVID-19-related spike in demand
2020-08-01,From P&G to the Mountain: Why eCommerce CX Managers ...
2020-08-01,P&G Presents Tonight's CBS Primetime Special Honoring the ...
2020-08-01,Why Procter & Gamble Is Cautious About 2021
2020-08-01,P&G Chief Legal Officer Deborah Majoras named 'Legend in Law' in Burton Awards
2020-08-01,AdExchanger Talks: P&G Senior Director Eric Austin
2020-08-01,"P&G Q3 2020: Sales up 5 percent, net earnings soar 8 percent"
2020-08-01,"Tesla Value Surpasses Consumer Giant P&G, Next Stop Walmart"
2020-08-01,P&G alum joins leadership team of Port of Greater Cincinnati Development Authority
2020-08-01,"P&G, Other Companies' Chemical Compliance Strategies in ..."
2020-08-01,P&G alum Alex Ho hired as marketing chief of Terminix
2020-08-01,Road to Brandweek: Marc Pritchard Says P&G Wants to Be Ã¢?ÂUsefulÃ¢?Â in This Moment
2020-08-01,P&G puts more of GilletteÃ¢?Âs Fort Point land up for sale
2020-08-01,EY announces an expanded alliance with P&G to transform ...
2020-08-01,Stock market update: FMCG stocks mixed; P&G Hygiene loses over 1%
2020-08-01,P&G Asks to Appeal DACA Discrimination Case Ruling Before ...
2020-08-01,P&G Launches Oral-B Guide - HAPPI
2020-08-01,P&G and DOH enjoin Filipinos to Ã¢?ÂBIDAÃ¢?Â solution in the fight against COVID-19 crisis
2020-08-01,Debra L Lee joins P&G Board of Directors
2020-08-01,P&G Recommends Stockholders Reject Second Mini-tender Offer From Mason Bell LLC
2020-08-01,This P&G unit helps women-led startups get off the ground
2020-08-01,"With New Olay Campaign, P&G Targets The STEM Gap 08/26 ..."
2020-08-01,"Debra Lee, Former CEO of BET, Appointed to Board of Procter ..."
2020-08-01,P&G Adds New Member To Board Of Directors
2020-08-01,Procter & Gamble appoints first black woman Debra Lee to ...
2020-08-01,CAS announces signing of multi-year enterprise agreement ...
2020-08-01,Is The Procter & Gamble (PG) A Good Stock To Buy?
2020-09-01,Procter & Gamble at 1400 workers in West Virginia and still ...
2020-09-01,P&G shares diversity data of its workforce for first time as it efforts a 40% multicultural workforce
2020-09-01,P&G to support Para athletes' community work
2020-09-01,P&G urges shareholders to reject Mason Bell's second mini-tender offer that undervalues stock
2020-09-01,P&G looks to expand investments in Turkey | Daily Sabah
2020-09-01,P&G Health June quarter results: Net profit rises 11% to Rs 49 crore
2020-09-01,"With new Opte device brand, P&G aims to launch Ã¢?Âprecision skin-careÃ¢?Â category"
2020-09-01,"Coffee, donuts and Spic and Span: P&G finds new ways to plug products amid pandemic"
2020-09-01,Procter & Gamble faces green shareholder proposal for 'lagging' behind no-deforestation commitments
2020-09-01,DuPont and P&G to tackle metabolic health in probiotic deal
2020-09-01,P&G launches Crest Whitening Emulsions hydrogen peroxide leave-on teeth whitener
2020-09-01,Procter & Gamble Names Flashtalking Its Global Ad Server of Record
2020-09-01,"P&G partners with rideshare company Lyft on cleaning, disinfection for vehicles"
2020-09-01,"Graduate Hotels partners with P&G, Cleveland Clinic and hotel association on cleaning protocols"
2020-09-01,P&G Professional and Extended Stay America's Partnership a ...
2020-09-01,"We need to protect the boreal forest, and Procter & Gamble ..."
2020-09-01,Procter & Gamble plans to boost investments in Turkey - report
2020-09-01,"Procter & Gamble, Unilever and Colgate-Palmolive top chart as 'world's worst offenders' for plastic pollution"
2020-09-01,P&G plant adjusts to covid era with attention to detail and ...
2020-09-01,"Forget Clorox, Procter & Gamble Is a Better Consumer Staples Stock"
2020-09-01,"US, Asian sales power Procter & Gamble's rebound"
2020-09-01,P&G Will Rename Skin Creams 'at Minimum': Equality Summit ...
2020-09-01,P&G VP Brian Williams Appointed To INROADS National Board
2020-09-01,Cincinnati biotech firm Eikonoklastes Therapeutics names former P&G global health president Tom Finn to board
2020-09-01,Who needs upfronts? Procter & Gamble is doing direct deals ...
2020-09-01,"Patrick Mahomes, Troy Polamalu star in another round of P&G commercials"
2020-09-01,PG: Procter & Gamble: Is Now the Time to Buy?
2020-09-01,"P&G Launches Ninjamas Nighttime Underwear - Nonwovens Industry Magazine - News, Markets"
2020-09-01,Local P&G facility edging its way to one of the top plants in world
2020-09-01,P&G ups investment in Turkey
2020-09-01,P&G Recommends Stockholders Reject Second Mini-tender Offer From Mason Bell LLC
2020-09-01,"Unilever, P&G push suppliers to rescue more than 300,000 seafarers"
2020-09-01,P&G finds ways to meets needs of households and employees ...
2020-09-01,"On The Market: Former Scripps, P&G family home in East Walnut Hills listed for $3M"
2020-09-01,P&G facility continues to grow
2020-09-01,P&G teams up with 'cleanfluencer' Mrs Hinch for limited ...
2020-09-01,Pharmacare acquires kids' vitamin brand Haliborange from P&G
2020-09-01,Procter & GambleÃ¢?Âs Diversity Reporting Lacks Full Accounting
2020-09-01,P&G and Carrefour collaborate to bring smiles back
2020-09-01,Thankyou demands global partnership deal from Unilever and ...
2020-09-01,How to Construct the Famous Ã¢?ÂP&G MemoÃ¢?Â
2020-09-01,CAS announces signing of multi-year enterprise agreement ...
2020-09-01,P&G Health declines 6% on profit booking post June quarter results
2020-09-01,"P&G, Royal Botanic Gardens Kew at WWD Sustainability Conference"
2020-09-01,P&G Cleans Up Act After Bounty Paper Towel-Sponsored ...
2020-09-01,P&G Chief sees pay climb 12 percent to US$22.9 million
